feedback_id,case_id,contact_id,dealer_id,vehicle_id,survey_date_key,csat_score,nps_score,comment_text
FDB-01085,CASE-02929,CON-04912,DLR-04,VHL-027,20241102,3,7,Service was acceptable
FDB-01086,CASE-02931,CON-04026,DLR-02,VHL-017,20231013,4,7,Satisfied but communication could improve
FDB-01087,CASE-02933,CON-05304,DLR-11,VHL-016,20240222,5,10,Quick resolution and good communication
FDB-01088,CASE-02936,CON-03714,DLR-07,VHL-020,20240406,4,9,Issue solved with minor delays
FDB-01089,CASE-02937,CON-02129,DLR-06,VHL-021,20240619,4,7,Good overall service
FDB-01090,CASE-02938,CON-03547,DLR-12,VHL-004,20240308,4,8,Issue solved with minor delays
FDB-01091,CASE-02940,CON-01430,DLR-12,VHL-023,20240725,4,9,Satisfied but communication could improve
FDB-01092,CASE-02941,CON-02018,DLR-02,VHL-015,20240824,4,7,Issue solved with minor delays
FDB-01093,CASE-02945,CON-05721,DLR-05,VHL-041,20240806,5,10,Quick resolution and good communication
FDB-01094,CASE-02946,CON-00645,DLR-05,VHL-005,20230902,4,7,Issue solved with minor delays
FDB-01095,CASE-02948,CON-05641,DLR-06,VHL-015,20241018,5,9,Excellent support from the service team
FDB-01096,CASE-02951,CON-05486,DLR-02,VHL-043,20240905,4,7,Good overall service
FDB-01097,CASE-02953,CON-05343,DLR-06,VHL-043,20240102,4,8,Issue solved with minor delays
FDB-01098,CASE-02955,CON-01774,DLR-02,VHL-004,20231029,3,5,Service was acceptable
FDB-01099,CASE-02957,CON-02894,DLR-09,VHL-044,20230911,5,9,Excellent support from the service team
FDB-01100,CASE-02960,CON-00146,DLR-07,VHL-019,20230601,4,9,Good overall service
FDB-01101,CASE-02963,CON-04220,DLR-07,VHL-034,20241120,3,5,Service was acceptable
FDB-01102,CASE-02965,CON-00400,DLR-02,VHL-033,20241104,3,5,Average experience
FDB-01103,CASE-02975,CON-01360,DLR-01,VHL-001,20240404,5,10,Very smooth service experience
FDB-01104,CASE-02976,CON-01512,DLR-08,VHL-007,20240624,4,7,Satisfied but communication could improve
FDB-01105,CASE-02981,CON-02002,DLR-12,VHL-005,20231012,4,7,Good overall service
FDB-01106,CASE-02990,CON-02227,DLR-06,VHL-025,20240806,3,5,Average experience
FDB-01107,CASE-02991,CON-02194,DLR-01,VHL-030,20240310,3,7,Problem solved but took longer than expected
FDB-01108,CASE-02993,CON-03314,DLR-03,VHL-041,20230724,4,8,Good overall service
FDB-01109,CASE-02995,CON-03327,DLR-09,VHL-039,20230118,4,9,Issue solved with minor delays
FDB-01110,CASE-03000,CON-00874,DLR-02,VHL-029,20230312,5,9,Very smooth service experience
FDB-01111,CASE-03010,CON-03184,DLR-02,VHL-008,20240316,4,7,Issue solved with minor delays
FDB-01112,CASE-03012,CON-02955,DLR-11,VHL-021,20241213,4,9,Satisfied but communication could improve
FDB-01113,CASE-03015,CON-02677,DLR-01,VHL-006,20240713,5,9,Excellent support from the service team
FDB-01114,CASE-03017,CON-02482,DLR-04,VHL-034,20240420,4,8,Issue solved with minor delays
FDB-01115,CASE-03019,CON-02008,DLR-08,VHL-041,20240507,3,5,Problem solved but took longer than expected
FDB-01116,CASE-03021,CON-03938,DLR-05,VHL-008,20231017,3,6,Average experience
FDB-01117,CASE-03024,CON-02813,DLR-11,VHL-012,20240621,4,8,Good overall service
FDB-01118,CASE-03028,CON-00380,DLR-04,VHL-015,20230219,4,8,Issue solved with minor delays
FDB-01119,CASE-03029,CON-05755,DLR-06,VHL-021,20230228,4,8,Satisfied but communication could improve
FDB-01120,CASE-03032,CON-00594,DLR-09,VHL-020,20230521,5,9,Excellent support from the service team
FDB-01121,CASE-03036,CON-02989,DLR-02,VHL-011,20231108,5,9,Quick resolution and good communication
FDB-01122,CASE-03038,CON-01404,DLR-08,VHL-015,20230410,5,10,Excellent support from the service team
FDB-01123,CASE-03048,CON-02162,DLR-07,VHL-026,20231010,5,10,Very smooth service experience
FDB-01124,CASE-03050,CON-02423,DLR-10,VHL-009,20240115,4,7,Satisfied but communication could improve
FDB-01125,CASE-03052,CON-01333,DLR-04,VHL-045,20230424,4,8,Good overall service
FDB-01126,CASE-03055,CON-02660,DLR-06,VHL-011,20230323,4,8,Good overall service
FDB-01127,CASE-03059,CON-00371,DLR-10,VHL-012,20240615,4,9,Good overall service
FDB-01128,CASE-03060,CON-05576,DLR-02,VHL-007,20240315,2,4,Service delay caused frustration
FDB-01129,CASE-03062,CON-04347,DLR-10,VHL-023,20230101,3,6,Average experience
FDB-01130,CASE-03064,CON-05577,DLR-08,VHL-028,20230523,4,8,Good overall service
FDB-01131,CASE-03065,CON-03199,DLR-08,VHL-018,20230105,4,7,Satisfied but communication could improve
FDB-01132,CASE-03066,CON-03822,DLR-10,VHL-009,20231215,3,5,Average experience
FDB-01133,CASE-03069,CON-03244,DLR-10,VHL-030,20230619,4,9,Good overall service
FDB-01134,CASE-03070,CON-05042,DLR-10,VHL-019,20230621,3,7,Average experience
FDB-01135,CASE-03076,CON-03100,DLR-09,VHL-005,20241220,4,8,Satisfied but communication could improve
FDB-01136,CASE-03078,CON-01584,DLR-11,VHL-041,20230306,5,10,Quick resolution and good communication
FDB-01137,CASE-03079,CON-01617,DLR-03,VHL-013,20240228,5,9,Very smooth service experience
FDB-01138,CASE-03082,CON-05653,DLR-05,VHL-039,20231123,3,6,Average experience
FDB-01139,CASE-03084,CON-03368,DLR-01,VHL-003,20241219,5,10,Excellent support from the service team
FDB-01140,CASE-03085,CON-03852,DLR-10,VHL-018,20240728,5,9,Very smooth service experience
FDB-01141,CASE-03086,CON-00117,DLR-08,VHL-044,20240407,4,8,Satisfied but communication could improve
FDB-01142,CASE-03088,CON-02103,DLR-11,VHL-001,20230911,5,10,Excellent support from the service team
FDB-01143,CASE-03091,CON-04257,DLR-01,VHL-002,20240818,4,8,Issue solved with minor delays
FDB-01144,CASE-03092,CON-04611,DLR-03,VHL-028,20240816,4,8,Satisfied but communication could improve
FDB-01145,CASE-03093,CON-04961,DLR-02,VHL-030,20230115,4,7,Satisfied but communication could improve
FDB-01146,CASE-03099,CON-04486,DLR-08,VHL-011,20240127,4,7,Good overall service
FDB-01147,CASE-03100,CON-03453,DLR-02,VHL-011,20230117,4,7,Satisfied but communication could improve
FDB-01148,CASE-03103,CON-03845,DLR-12,VHL-017,20240201,3,6,Problem solved but took longer than expected
FDB-01149,CASE-03104,CON-03921,DLR-07,VHL-021,20240315,4,7,Satisfied but communication could improve
FDB-01150,CASE-03106,CON-00584,DLR-07,VHL-044,20241223,4,8,Satisfied but communication could improve
FDB-01151,CASE-03107,CON-04227,DLR-02,VHL-042,20240921,3,6,Problem solved but took longer than expected
FDB-01152,CASE-03108,CON-03097,DLR-11,VHL-026,20240516,2,3,Issue was not resolved properly the first time
FDB-01153,CASE-03109,CON-02151,DLR-02,VHL-012,20240120,3,5,Problem solved but took longer than expected
FDB-01154,CASE-03112,CON-00848,DLR-08,VHL-042,20230126,3,5,Problem solved but took longer than expected
FDB-01155,CASE-03117,CON-03775,DLR-05,VHL-042,20240315,4,7,Good overall service
FDB-01156,CASE-03121,CON-05626,DLR-07,VHL-037,20240730,5,10,Quick resolution and good communication
FDB-01157,CASE-03123,CON-03203,DLR-05,VHL-040,20230919,4,8,Satisfied but communication could improve
FDB-01158,CASE-03125,CON-03578,DLR-10,VHL-036,20240212,5,10,Very smooth service experience
FDB-01159,CASE-03127,CON-04538,DLR-09,VHL-040,20240507,5,10,Quick resolution and good communication
FDB-01160,CASE-03128,CON-01718,DLR-09,VHL-043,20231027,4,7,Good overall service
FDB-01161,CASE-03129,CON-01280,DLR-01,VHL-003,20240910,3,6,Service was acceptable
FDB-01162,CASE-03137,CON-02690,DLR-01,VHL-045,20231030,5,9,Quick resolution and good communication
FDB-01163,CASE-03138,CON-02042,DLR-05,VHL-025,20240229,3,7,Problem solved but took longer than expected
FDB-01164,CASE-03141,CON-02068,DLR-06,VHL-040,20240424,3,5,Average experience
FDB-01165,CASE-03143,CON-03391,DLR-02,VHL-035,20241028,5,9,Very smooth service experience
FDB-01166,CASE-03145,CON-03410,DLR-01,VHL-026,20240704,5,10,Excellent support from the service team
FDB-01167,CASE-03146,CON-03548,DLR-04,VHL-023,20231017,5,9,Quick resolution and good communication
FDB-01168,CASE-03150,CON-03771,DLR-09,VHL-036,20240811,5,10,Excellent support from the service team
FDB-01169,CASE-03152,CON-05435,DLR-09,VHL-045,20231107,5,10,Quick resolution and good communication
FDB-01170,CASE-03155,CON-03935,DLR-11,VHL-024,20241216,5,9,Very smooth service experience
FDB-01171,CASE-03158,CON-02558,DLR-08,VHL-002,20240818,5,10,Very smooth service experience
FDB-01172,CASE-03159,CON-05738,DLR-09,VHL-039,20241024,4,8,Satisfied but communication could improve
FDB-01173,CASE-03160,CON-04571,DLR-07,VHL-031,20230316,4,8,Issue solved with minor delays
FDB-01174,CASE-03162,CON-05499,DLR-05,VHL-033,20241202,4,7,Issue solved with minor delays
FDB-01175,CASE-03163,CON-01336,DLR-02,VHL-045,20240329,4,7,Issue solved with minor delays
FDB-01176,CASE-03165,CON-00261,DLR-07,VHL-018,20241129,4,7,Good overall service
FDB-01177,CASE-03166,CON-02007,DLR-01,VHL-015,20241119,3,6,Service was acceptable
FDB-01178,CASE-03167,CON-04459,DLR-07,VHL-010,20240922,4,8,Satisfied but communication could improve
FDB-01179,CASE-03168,CON-04431,DLR-02,VHL-003,20240715,4,7,Satisfied but communication could improve
FDB-01180,CASE-03171,CON-02812,DLR-06,VHL-037,20241130,4,7,Issue solved with minor delays
FDB-01181,CASE-03173,CON-04581,DLR-05,VHL-005,20241127,3,5,Service was acceptable
FDB-01182,CASE-03174,CON-03713,DLR-03,VHL-004,20241015,5,9,Very smooth service experience
FDB-01183,CASE-03176,CON-01676,DLR-03,VHL-004,20230729,5,10,Excellent support from the service team
FDB-01184,CASE-03179,CON-02373,DLR-07,VHL-015,20240225,3,6,Problem solved but took longer than expected
FDB-01185,CASE-03187,CON-04689,DLR-04,VHL-008,20230917,4,8,Satisfied but communication could improve
FDB-01186,CASE-03188,CON-05704,DLR-07,VHL-036,20230518,5,10,Excellent support from the service team
FDB-01187,CASE-03193,CON-00964,DLR-07,VHL-014,20230616,4,9,Issue solved with minor delays
FDB-01188,CASE-03201,CON-02917,DLR-06,VHL-018,20230928,4,8,Issue solved with minor delays
FDB-01189,CASE-03204,CON-03386,DLR-09,VHL-020,20231117,4,7,Satisfied but communication could improve
FDB-01190,CASE-03205,CON-00317,DLR-02,VHL-009,20230615,4,7,Satisfied but communication could improve
FDB-01191,CASE-03207,CON-05790,DLR-09,VHL-008,20231115,3,6,Problem solved but took longer than expected
FDB-01192,CASE-03210,CON-04150,DLR-04,VHL-025,20240102,2,4,Resolution took too long
FDB-01193,CASE-03213,CON-01228,DLR-03,VHL-032,20241217,4,8,Satisfied but communication could improve
FDB-01194,CASE-03219,CON-02336,DLR-06,VHL-017,20230510,4,8,Satisfied but communication could improve
FDB-01195,CASE-03227,CON-04545,DLR-08,VHL-037,20231026,3,7,Average experience
FDB-01196,CASE-03232,CON-05493,DLR-08,VHL-014,20240927,3,6,Average experience
FDB-01197,CASE-03233,CON-04584,DLR-08,VHL-019,20240608,4,8,Satisfied but communication could improve
FDB-01198,CASE-03236,CON-02954,DLR-09,VHL-028,20230114,4,7,Good overall service
FDB-01199,CASE-03238,CON-00079,DLR-11,VHL-031,20230109,4,8,Issue solved with minor delays
FDB-01200,CASE-03239,CON-05174,DLR-01,VHL-034,20240115,5,10,Quick resolution and good communication
FDB-01201,CASE-03240,CON-00300,DLR-04,VHL-011,20241115,3,6,Service was acceptable
FDB-01202,CASE-03241,CON-02223,DLR-05,VHL-033,20240112,4,9,Issue solved with minor delays
FDB-01203,CASE-03250,CON-01062,DLR-04,VHL-017,20231113,4,9,Good overall service
FDB-01204,CASE-03251,CON-04074,DLR-03,VHL-015,20230615,4,8,Issue solved with minor delays
FDB-01205,CASE-03252,CON-00436,DLR-12,VHL-045,20231209,4,7,Good overall service
FDB-01206,CASE-03253,CON-00092,DLR-12,VHL-029,20230126,4,8,Issue solved with minor delays
FDB-01207,CASE-03258,CON-05479,DLR-08,VHL-040,20240726,4,7,Good overall service
FDB-01208,CASE-03259,CON-04280,DLR-10,VHL-028,20230523,4,7,Issue solved with minor delays
FDB-01209,CASE-03261,CON-00658,DLR-11,VHL-014,20240921,3,7,Service was acceptable
FDB-01210,CASE-03262,CON-02973,DLR-07,VHL-023,20240820,5,9,Excellent support from the service team
FDB-01211,CASE-03263,CON-03317,DLR-11,VHL-034,20241025,3,6,Problem solved but took longer than expected
FDB-01212,CASE-03266,CON-01983,DLR-10,VHL-026,20230823,4,7,Issue solved with minor delays
FDB-01213,CASE-03276,CON-04045,DLR-05,VHL-017,20240219,4,8,Good overall service
FDB-01214,CASE-03279,CON-04967,DLR-06,VHL-003,20240812,5,10,Quick resolution and good communication
FDB-01215,CASE-03282,CON-02914,DLR-02,VHL-044,20230319,4,7,Issue solved with minor delays
FDB-01216,CASE-03284,CON-03526,DLR-05,VHL-030,20230706,4,8,Satisfied but communication could improve
FDB-01217,CASE-03285,CON-04707,DLR-01,VHL-016,20240814,4,8,Satisfied but communication could improve
FDB-01218,CASE-03290,CON-00743,DLR-07,VHL-042,20240208,4,9,Good overall service
FDB-01219,CASE-03291,CON-02919,DLR-06,VHL-003,20240725,4,8,Satisfied but communication could improve
FDB-01220,CASE-03293,CON-01672,DLR-03,VHL-039,20240318,4,8,Satisfied but communication could improve
FDB-01221,CASE-03294,CON-04018,DLR-06,VHL-002,20241112,4,7,Issue solved with minor delays
FDB-01222,CASE-03296,CON-05540,DLR-04,VHL-031,20230203,4,8,Issue solved with minor delays
FDB-01223,CASE-03298,CON-01881,DLR-01,VHL-042,20230404,4,7,Issue solved with minor delays
FDB-01224,CASE-03299,CON-04542,DLR-02,VHL-008,20230306,4,7,Satisfied but communication could improve
FDB-01225,CASE-03303,CON-00883,DLR-07,VHL-041,20240225,4,8,Good overall service
FDB-01226,CASE-03306,CON-02103,DLR-08,VHL-007,20240518,4,8,Good overall service
FDB-01227,CASE-03307,CON-03310,DLR-06,VHL-002,20230719,3,5,Service was acceptable
FDB-01228,CASE-03308,CON-03742,DLR-03,VHL-045,20230124,4,8,Issue solved with minor delays
FDB-01229,CASE-03309,CON-05357,DLR-06,VHL-037,20241102,3,5,Problem solved but took longer than expected
FDB-01230,CASE-03310,CON-05082,DLR-01,VHL-019,20240323,5,9,Very smooth service experience
FDB-01231,CASE-03314,CON-01124,DLR-07,VHL-025,20230326,4,7,Satisfied but communication could improve
FDB-01232,CASE-03315,CON-04871,DLR-07,VHL-036,20230331,3,5,Service was acceptable
FDB-01233,CASE-03318,CON-05074,DLR-12,VHL-034,20240114,4,7,Good overall service
FDB-01234,CASE-03322,CON-00616,DLR-12,VHL-042,20240811,5,10,Excellent support from the service team
FDB-01235,CASE-03324,CON-00941,DLR-03,VHL-007,20230201,4,8,Issue solved with minor delays
FDB-01236,CASE-03325,CON-04115,DLR-09,VHL-006,20241016,4,7,Good overall service
FDB-01237,CASE-03326,CON-03795,DLR-07,VHL-023,20230808,5,10,Quick resolution and good communication
FDB-01238,CASE-03327,CON-02842,DLR-08,VHL-019,20240103,4,8,Satisfied but communication could improve
FDB-01239,CASE-03328,CON-01222,DLR-08,VHL-041,20230520,5,10,Quick resolution and good communication
FDB-01240,CASE-03330,CON-01530,DLR-09,VHL-034,20230929,4,9,Good overall service
FDB-01241,CASE-03331,CON-01053,DLR-01,VHL-035,20231003,4,8,Issue solved with minor delays
FDB-01242,CASE-03335,CON-03129,DLR-10,VHL-039,20230913,4,9,Satisfied but communication could improve
FDB-01243,CASE-03340,CON-04692,DLR-02,VHL-024,20241004,4,7,Good overall service
FDB-01244,CASE-03341,CON-00369,DLR-05,VHL-038,20231231,4,8,Issue solved with minor delays
FDB-01245,CASE-03346,CON-03939,DLR-09,VHL-011,20231027,4,7,Satisfied but communication could improve
FDB-01246,CASE-03348,CON-05408,DLR-07,VHL-026,20240707,3,5,Average experience
FDB-01247,CASE-03350,CON-00804,DLR-07,VHL-023,20230810,4,7,Good overall service
FDB-01248,CASE-03352,CON-02770,DLR-12,VHL-027,20230310,2,4,Needed multiple follow-ups to get help
FDB-01249,CASE-03353,CON-00601,DLR-05,VHL-011,20230926,4,7,Good overall service
FDB-01250,CASE-03354,CON-02757,DLR-12,VHL-026,20231024,3,6,Average experience
FDB-01251,CASE-03358,CON-02523,DLR-02,VHL-022,20230611,4,9,Good overall service
FDB-01252,CASE-03363,CON-03170,DLR-06,VHL-033,20230504,3,5,Average experience
FDB-01253,CASE-03364,CON-02983,DLR-11,VHL-042,20231209,3,6,Average experience
FDB-01254,CASE-03367,CON-04291,DLR-02,VHL-003,20231104,3,6,Service was acceptable
FDB-01255,CASE-03369,CON-04037,DLR-08,VHL-026,20230525,4,7,Good overall service
FDB-01256,CASE-03370,CON-04246,DLR-12,VHL-022,20240731,3,5,Problem solved but took longer than expected
FDB-01257,CASE-03371,CON-02858,DLR-12,VHL-006,20241209,5,9,Quick resolution and good communication
FDB-01258,CASE-03372,CON-05231,DLR-11,VHL-003,20240919,4,7,Good overall service
FDB-01259,CASE-03374,CON-02863,DLR-04,VHL-029,20240929,2,3,Resolution took too long
FDB-01260,CASE-03376,CON-00352,DLR-12,VHL-034,20230802,4,8,Good overall service
FDB-01261,CASE-03379,CON-02304,DLR-07,VHL-030,20241013,3,5,Service was acceptable
FDB-01262,CASE-03382,CON-00942,DLR-10,VHL-021,20230318,4,8,Satisfied but communication could improve
FDB-01263,CASE-03386,CON-05215,DLR-08,VHL-006,20231208,3,6,Problem solved but took longer than expected
FDB-01264,CASE-03391,CON-00088,DLR-09,VHL-013,20240614,4,8,Good overall service
FDB-01265,CASE-03393,CON-03701,DLR-04,VHL-008,20240324,3,7,Problem solved but took longer than expected
FDB-01266,CASE-03394,CON-03507,DLR-12,VHL-006,20230705,3,6,Problem solved but took longer than expected
FDB-01267,CASE-03396,CON-03778,DLR-11,VHL-003,20230518,3,5,Service was acceptable
FDB-01268,CASE-03397,CON-01303,DLR-02,VHL-024,20240722,2,3,Needed multiple follow-ups to get help
FDB-01269,CASE-03398,CON-01794,DLR-07,VHL-013,20240326,4,8,Issue solved with minor delays
FDB-01270,CASE-03400,CON-03793,DLR-03,VHL-044,20230214,5,9,Quick resolution and good communication
FDB-01271,CASE-03402,CON-00455,DLR-09,VHL-009,20240916,5,9,Very smooth service experience
FDB-01272,CASE-03404,CON-04305,DLR-04,VHL-038,20240309,5,9,Excellent support from the service team
FDB-01273,CASE-03406,CON-04133,DLR-06,VHL-007,20230405,4,7,Good overall service
FDB-01274,CASE-03410,CON-01945,DLR-05,VHL-003,20231021,4,8,Issue solved with minor delays
FDB-01275,CASE-03415,CON-05637,DLR-05,VHL-037,20230722,4,7,Issue solved with minor delays
FDB-01276,CASE-03417,CON-03690,DLR-01,VHL-011,20230609,4,7,Satisfied but communication could improve
FDB-01277,CASE-03422,CON-05020,DLR-01,VHL-036,20231031,5,10,Very smooth service experience
FDB-01278,CASE-03423,CON-02407,DLR-12,VHL-004,20231107,3,5,Service was acceptable
FDB-01279,CASE-03424,CON-03743,DLR-12,VHL-038,20230305,4,9,Satisfied but communication could improve
FDB-01280,CASE-03425,CON-05571,DLR-02,VHL-043,20230627,3,6,Average experience
FDB-01281,CASE-03426,CON-03020,DLR-02,VHL-003,20240508,4,8,Issue solved with minor delays
FDB-01282,CASE-03428,CON-04813,DLR-04,VHL-032,20240218,4,8,Satisfied but communication could improve
FDB-01283,CASE-03429,CON-04585,DLR-11,VHL-005,20230503,5,10,Very smooth service experience
FDB-01284,CASE-03432,CON-00246,DLR-05,VHL-018,20240814,5,10,Quick resolution and good communication
FDB-01285,CASE-03433,CON-01963,DLR-07,VHL-027,20240311,4,8,Satisfied but communication could improve
FDB-01286,CASE-03438,CON-01140,DLR-09,VHL-012,20240429,3,7,Average experience
FDB-01287,CASE-03441,CON-00422,DLR-09,VHL-016,20230824,3,5,Average experience
FDB-01288,CASE-03443,CON-00444,DLR-11,VHL-001,20231005,4,7,Good overall service
FDB-01289,CASE-03444,CON-02093,DLR-05,VHL-041,20240417,2,5,Issue was not resolved properly the first time
FDB-01290,CASE-03445,CON-02910,DLR-05,VHL-028,20231024,3,6,Service was acceptable
FDB-01291,CASE-03448,CON-04452,DLR-06,VHL-004,20240910,3,6,Average experience
FDB-01292,CASE-03449,CON-03365,DLR-08,VHL-028,20240105,5,10,Excellent support from the service team
FDB-01293,CASE-03456,CON-01270,DLR-08,VHL-016,20230319,4,8,Satisfied but communication could improve
FDB-01294,CASE-03458,CON-03429,DLR-09,VHL-002,20230913,5,9,Excellent support from the service team
FDB-01295,CASE-03459,CON-05154,DLR-04,VHL-026,20230205,4,7,Issue solved with minor delays
FDB-01296,CASE-03461,CON-05717,DLR-03,VHL-006,20230217,4,8,Issue solved with minor delays
FDB-01297,CASE-03463,CON-00671,DLR-12,VHL-021,20240618,3,5,Average experience
FDB-01298,CASE-03472,CON-00251,DLR-10,VHL-016,20240515,3,5,Average experience
FDB-01299,CASE-03477,CON-03688,DLR-11,VHL-012,20231104,4,8,Good overall service
FDB-01300,CASE-03478,CON-00532,DLR-11,VHL-025,20240828,3,6,Average experience
FDB-01301,CASE-03480,CON-01609,DLR-01,VHL-004,20240419,4,8,Issue solved with minor delays
FDB-01302,CASE-03481,CON-04292,DLR-11,VHL-045,20240801,5,10,Excellent support from the service team
FDB-01303,CASE-03482,CON-03160,DLR-03,VHL-045,20240229,4,8,Issue solved with minor delays
FDB-01304,CASE-03484,CON-01371,DLR-02,VHL-038,20240212,2,2,Service delay caused frustration
FDB-01305,CASE-03486,CON-03477,DLR-06,VHL-007,20230201,3,5,Service was acceptable
FDB-01306,CASE-03488,CON-05104,DLR-06,VHL-040,20240315,4,7,Good overall service
FDB-01307,CASE-03489,CON-03848,DLR-10,VHL-038,20231008,4,8,Good overall service
FDB-01308,CASE-03491,CON-01958,DLR-04,VHL-024,20240221,4,8,Issue solved with minor delays
FDB-01309,CASE-03492,CON-04224,DLR-09,VHL-009,20240411,5,9,Very smooth service experience
FDB-01310,CASE-03496,CON-05617,DLR-11,VHL-018,20230629,3,6,Service was acceptable
FDB-01311,CASE-03497,CON-05409,DLR-08,VHL-045,20230821,4,7,Issue solved with minor delays
FDB-01312,CASE-03498,CON-01735,DLR-11,VHL-020,20241101,5,10,Very smooth service experience
FDB-01313,CASE-03499,CON-00260,DLR-08,VHL-023,20240516,5,9,Quick resolution and good communication
FDB-01314,CASE-03500,CON-03057,DLR-10,VHL-045,20230515,5,9,Quick resolution and good communication
FDB-01315,CASE-03501,CON-03094,DLR-07,VHL-035,20240221,4,7,Good overall service
FDB-01316,CASE-03505,CON-04803,DLR-03,VHL-041,20230603,3,7,Average experience
FDB-01317,CASE-03506,CON-00731,DLR-02,VHL-007,20241010,4,9,Issue solved with minor delays
FDB-01318,CASE-03508,CON-01012,DLR-01,VHL-012,20241228,4,8,Issue solved with minor delays
FDB-01319,CASE-03509,CON-00033,DLR-10,VHL-019,20240430,4,8,Satisfied but communication could improve
FDB-01320,CASE-03511,CON-00631,DLR-10,VHL-034,20230629,4,8,Good overall service
FDB-01321,CASE-03514,CON-03562,DLR-11,VHL-013,20230518,4,8,Good overall service
FDB-01322,CASE-03516,CON-01397,DLR-08,VHL-036,20230927,5,10,Excellent support from the service team
FDB-01323,CASE-03518,CON-00689,DLR-05,VHL-001,20230724,3,6,Problem solved but took longer than expected
FDB-01324,CASE-03521,CON-03304,DLR-09,VHL-026,20240103,4,8,Good overall service
FDB-01325,CASE-03523,CON-05237,DLR-05,VHL-045,20230809,4,8,Good overall service
FDB-01326,CASE-03524,CON-01563,DLR-02,VHL-007,20230116,3,5,Service was acceptable
FDB-01327,CASE-03526,CON-03233,DLR-12,VHL-017,20240611,3,6,Average experience
FDB-01328,CASE-03530,CON-01463,DLR-11,VHL-022,20230126,4,8,Good overall service
FDB-01329,CASE-03538,CON-05793,DLR-04,VHL-020,20230521,2,5,Needed multiple follow-ups to get help
FDB-01330,CASE-03540,CON-02839,DLR-07,VHL-013,20240319,3,6,Service was acceptable
FDB-01331,CASE-03545,CON-00250,DLR-01,VHL-022,20240623,5,10,Excellent support from the service team
FDB-01332,CASE-03549,CON-02599,DLR-03,VHL-029,20230325,5,9,Quick resolution and good communication
FDB-01333,CASE-03550,CON-00862,DLR-04,VHL-016,20230804,4,8,Issue solved with minor delays
FDB-01334,CASE-03551,CON-05516,DLR-10,VHL-017,20230828,5,10,Excellent support from the service team
FDB-01335,CASE-03552,CON-05551,DLR-06,VHL-006,20230731,4,8,Good overall service
FDB-01336,CASE-03553,CON-04242,DLR-01,VHL-009,20230303,4,7,Satisfied but communication could improve
FDB-01337,CASE-03554,CON-04653,DLR-02,VHL-019,20230518,3,6,Service was acceptable
FDB-01338,CASE-03559,CON-04915,DLR-02,VHL-034,20231001,4,9,Satisfied but communication could improve
FDB-01339,CASE-03561,CON-04367,DLR-09,VHL-006,20230602,4,7,Issue solved with minor delays
FDB-01340,CASE-03575,CON-00113,DLR-08,VHL-030,20230325,4,9,Good overall service
FDB-01341,CASE-03576,CON-02002,DLR-01,VHL-030,20230611,4,9,Issue solved with minor delays
FDB-01342,CASE-03578,CON-05115,DLR-08,VHL-029,20230310,4,7,Good overall service
FDB-01343,CASE-03584,CON-05244,DLR-10,VHL-002,20230218,4,9,Satisfied but communication could improve
FDB-01344,CASE-03587,CON-05473,DLR-11,VHL-021,20230316,5,10,Very smooth service experience
FDB-01345,CASE-03588,CON-02699,DLR-09,VHL-018,20240525,3,5,Average experience
FDB-01346,CASE-03591,CON-02731,DLR-11,VHL-041,20230530,3,6,Service was acceptable
FDB-01347,CASE-03593,CON-02934,DLR-05,VHL-009,20240723,3,6,Service was acceptable
FDB-01348,CASE-03599,CON-03840,DLR-11,VHL-017,20230617,3,6,Average experience
FDB-01349,CASE-03603,CON-02754,DLR-07,VHL-017,20230708,3,6,Problem solved but took longer than expected
FDB-01350,CASE-03606,CON-03898,DLR-11,VHL-009,20230601,4,8,Good overall service
FDB-01351,CASE-03611,CON-01092,DLR-08,VHL-013,20240408,3,5,Average experience
FDB-01352,CASE-03615,CON-04656,DLR-01,VHL-043,20231126,3,5,Service was acceptable
FDB-01353,CASE-03616,CON-03903,DLR-03,VHL-040,20230316,4,7,Issue solved with minor delays
FDB-01354,CASE-03617,CON-03719,DLR-11,VHL-045,20240711,4,8,Good overall service
FDB-01355,CASE-03619,CON-04787,DLR-02,VHL-034,20230424,4,7,Issue solved with minor delays
FDB-01356,CASE-03623,CON-00386,DLR-04,VHL-002,20230719,3,7,Service was acceptable
FDB-01357,CASE-03628,CON-01649,DLR-05,VHL-039,20230525,4,9,Satisfied but communication could improve
FDB-01358,CASE-03633,CON-04896,DLR-11,VHL-043,20230709,4,7,Issue solved with minor delays
FDB-01359,CASE-03635,CON-03540,DLR-10,VHL-012,20231002,3,6,Problem solved but took longer than expected
FDB-01360,CASE-03636,CON-03848,DLR-12,VHL-011,20240430,4,8,Good overall service
FDB-01361,CASE-03638,CON-01163,DLR-06,VHL-015,20240228,4,7,Satisfied but communication could improve
FDB-01362,CASE-03639,CON-04024,DLR-01,VHL-022,20240722,4,8,Issue solved with minor delays
FDB-01363,CASE-03640,CON-03324,DLR-04,VHL-041,20230714,4,7,Issue solved with minor delays
FDB-01364,CASE-03644,CON-05218,DLR-02,VHL-043,20240208,3,6,Service was acceptable
FDB-01365,CASE-03648,CON-01793,DLR-03,VHL-014,20240403,5,9,Quick resolution and good communication
FDB-01366,CASE-03651,CON-05325,DLR-02,VHL-030,20240503,4,7,Issue solved with minor delays
