lead_id,created_date_key,dealer_id,contact_id,lead_source,lead_status,vehicle_interest,assigned_to_rep,first_response_hours,is_converted,converted_date_key,opportunity_id,lost_reason,age_at_close_days,region
LD-02094,20231219,DLR-06,CON-03188,Social Media,Lost,VHL-011,REP-19,22.33,False,,,No Response,45,South
LD-02095,20230606,DLR-11,CON-03032,Walk-in,Lost,VHL-007,REP-08,0.81,False,,,Price,46,West
LD-02096,20231011,DLR-11,CON-04012,Walk-in,Lost,VHL-034,REP-09,0.48,False,,,Bought Elsewhere,2,West
LD-02097,20240318,DLR-11,CON-02354,Campaign,Converted,VHL-017,REP-08,30.7,True,20240318.0,OPP-03591,,20,West
LD-02098,20240329,DLR-11,CON-04197,Web Form,New,VHL-037,REP-03,4.21,False,,,,15,West
LD-02099,20240312,DLR-04,CON-04273,Web Form,Lost,VHL-022,REP-19,2.28,False,,,No Response,24,South
LD-02100,20230528,DLR-06,CON-02406,Web Form,Working,VHL-030,REP-04,11.77,False,,,,3,South
LD-02101,20230601,DLR-10,CON-01757,Web Form,Lost,VHL-027,REP-16,10.01,False,,,No Response,52,West
LD-02102,20231106,DLR-01,CON-00132,Campaign,Working,VHL-040,REP-09,14.98,False,,,,27,North
LD-02103,20240409,DLR-02,CON-00289,Web Form,Lost,VHL-023,REP-06,5.02,False,,,Bought Elsewhere,8,North
LD-02104,20240517,DLR-09,CON-00493,Walk-in,Lost,VHL-039,REP-24,0.84,False,,,Price,24,East
LD-02105,20230331,DLR-09,CON-04570,Campaign,New,VHL-023,REP-13,12.11,False,,,,10,East
LD-02106,20240212,DLR-07,CON-03409,Social Media,Qualified,VHL-004,REP-11,55.71,False,,,,13,East
LD-02107,20240726,DLR-08,CON-02290,Walk-in,Converted,VHL-020,REP-06,0.23,True,20240726.0,OPP-04205,,22,East
LD-02108,20240108,DLR-11,CON-02291,Phone Inbound,Converted,VHL-035,REP-21,0.35,True,20240108.0,OPP-00267,,38,West
LD-02109,20231103,DLR-06,CON-05028,Walk-in,Converted,VHL-019,REP-06,0.4,True,20231103.0,OPP-03865,,20,South
LD-02110,20241129,DLR-02,CON-05679,Social Media,Converted,VHL-028,REP-11,43.24,True,20241129.0,OPP-01958,,1,North
LD-02111,20241005,DLR-05,CON-03052,Web Form,Lost,VHL-041,REP-08,6.32,False,,,No Response,16,South
LD-02112,20230401,DLR-02,CON-02671,Social Media,Working,VHL-021,REP-03,34.05,False,,,,15,North
LD-02113,20230125,DLR-11,CON-03488,Web Form,New,VHL-036,REP-24,8.66,False,,,,9,West
LD-02114,20230721,DLR-10,CON-03139,Walk-in,Lost,VHL-025,REP-19,0.2,False,,,Price,55,West
LD-02115,20240513,DLR-07,CON-03679,Social Media,Working,VHL-041,REP-15,44.89,False,,,,13,East
LD-02116,20230414,DLR-06,CON-04222,Web Form,Lost,VHL-011,REP-12,6.45,False,,,No Response,14,South
LD-02117,20240806,DLR-09,CON-00868,Web Form,New,VHL-009,REP-07,7.59,False,,,,19,East
LD-02118,20230409,DLR-01,CON-05136,Campaign,Converted,VHL-020,REP-20,14.06,True,20230409.0,OPP-03723,,25,North
LD-02119,20240617,DLR-09,CON-02005,Social Media,Working,VHL-027,REP-09,5.25,False,,,,17,East
LD-02120,20231204,DLR-03,CON-03864,Web Form,Lost,VHL-026,REP-17,7.74,False,,,No Response,12,North
LD-02121,20241017,DLR-06,CON-02133,Walk-in,Qualified,VHL-024,REP-18,1.22,False,,,,12,South
LD-02122,20230417,DLR-01,CON-02666,Referral,Converted,VHL-010,REP-20,4.18,True,20230417.0,OPP-02166,,43,North
LD-02123,20240620,DLR-11,CON-04537,Walk-in,Converted,VHL-016,REP-24,0.49,True,20240620.0,OPP-01537,,4,West
LD-02124,20240206,DLR-08,CON-00991,Web Form,Converted,VHL-042,REP-16,7.45,True,20240206.0,OPP-00110,,30,East
LD-02125,20240511,DLR-12,CON-01780,Web Form,Working,VHL-037,REP-21,8.59,False,,,,26,West
LD-02126,20241106,DLR-03,CON-01272,Web Form,Working,VHL-037,REP-19,10.69,False,,,,13,North
LD-02127,20241004,DLR-12,CON-03499,Phone Inbound,New,VHL-021,REP-22,0.1,False,,,,9,West
LD-02128,20230616,DLR-04,CON-01365,Walk-in,Converted,VHL-021,REP-21,0.83,True,20230616.0,OPP-02958,,16,South
LD-02129,20240724,DLR-09,CON-01665,Campaign,Working,VHL-021,REP-18,31.15,False,,,,3,East
LD-02130,20231224,DLR-12,CON-04040,Referral,Working,VHL-015,REP-06,4.08,False,,,,30,West
LD-02131,20230115,DLR-05,CON-04732,Web Form,New,VHL-032,REP-20,10.25,False,,,,28,South
LD-02132,20231121,DLR-10,CON-03595,Campaign,Qualified,VHL-001,REP-06,24.2,False,,,,5,West
LD-02133,20230210,DLR-10,CON-03839,Web Form,Working,VHL-034,REP-16,11.19,False,,,,22,West
LD-02134,20241014,DLR-10,CON-04574,Web Form,Converted,VHL-034,REP-08,10.87,True,20241014.0,OPP-01763,,2,West
LD-02135,20240814,DLR-02,CON-01104,Campaign,Lost,VHL-024,REP-13,20.46,False,,,No Response,13,North
LD-02136,20230501,DLR-05,CON-04541,Social Media,Lost,VHL-032,REP-20,29.12,False,,,Price,33,South
LD-02137,20240105,DLR-06,CON-05601,Walk-in,Lost,VHL-014,REP-23,0.53,False,,,Bought Elsewhere,33,South
LD-02138,20230919,DLR-09,CON-03231,Web Form,Working,VHL-004,REP-02,14.7,False,,,,9,East
LD-02139,20230616,DLR-02,CON-04692,Walk-in,Converted,VHL-037,REP-11,0.13,True,20230616.0,OPP-01730,,5,North
LD-02140,20230912,DLR-04,CON-04674,Social Media,Lost,VHL-006,REP-01,18.39,False,,,No Response,60,South
LD-02141,20240611,DLR-06,CON-05440,Referral,Converted,VHL-002,REP-03,3.25,True,20240611.0,OPP-02573,,31,South
LD-02142,20230716,DLR-09,CON-01580,Campaign,Lost,VHL-004,REP-20,24.51,False,,,Price,31,East
LD-02143,20230302,DLR-08,CON-00762,Referral,Converted,VHL-039,REP-04,3.26,True,20230302.0,OPP-01429,,4,East
LD-02144,20240402,DLR-02,CON-01698,Campaign,Lost,VHL-011,REP-04,26.44,False,,,Other,27,North
LD-02145,20231206,DLR-01,CON-00944,Referral,New,VHL-039,REP-24,2.67,False,,,,12,North
LD-02146,20231020,DLR-03,CON-00343,Web Form,Qualified,VHL-008,REP-20,14.46,False,,,,23,North
LD-02147,20230909,DLR-09,CON-03586,Campaign,Lost,VHL-016,REP-07,7.99,False,,,No Response,19,East
LD-02148,20240223,DLR-06,CON-01708,Walk-in,Qualified,VHL-035,REP-01,0.25,False,,,,28,South
LD-02149,20240424,DLR-09,CON-00849,Web Form,Converted,VHL-010,REP-10,8.09,True,20240424.0,OPP-01442,,6,East
LD-02150,20230721,DLR-11,CON-03235,Campaign,Working,VHL-041,REP-17,7.57,False,,,,0,West
LD-02151,20240226,DLR-03,CON-01230,Web Form,New,VHL-039,REP-10,7.8,False,,,,26,North
LD-02152,20240307,DLR-06,CON-02867,Referral,Lost,VHL-025,REP-03,5.49,False,,,Price,60,South
LD-02153,20230531,DLR-10,CON-02829,Referral,Lost,VHL-009,REP-23,3.03,False,,,No Response,15,West
LD-02154,20241208,DLR-05,CON-01563,Web Form,Qualified,VHL-028,REP-12,9.42,False,,,,12,South
LD-02155,20230809,DLR-04,CON-00222,Social Media,Lost,VHL-017,REP-03,20.88,False,,,No Response,31,South
LD-02156,20241109,DLR-06,CON-05032,Walk-in,Converted,VHL-011,REP-16,0.32,True,20241109.0,OPP-00560,,32,South
LD-02157,20230716,DLR-10,CON-00504,Web Form,New,VHL-029,REP-24,7.0,False,,,,13,West
LD-02158,20240921,DLR-04,CON-01065,Web Form,Lost,VHL-009,REP-10,7.23,False,,,No Response,21,South
LD-02159,20230705,DLR-11,CON-05176,Campaign,Lost,VHL-042,REP-01,36.82,False,,,No Response,16,West
LD-02160,20230213,DLR-06,CON-03323,Web Form,Lost,VHL-032,REP-19,10.73,False,,,Price,58,South
LD-02161,20240722,DLR-06,CON-03628,Referral,Working,VHL-038,REP-22,1.33,False,,,,9,South
LD-02162,20231105,DLR-04,CON-02059,Web Form,Converted,VHL-031,REP-04,9.49,True,20231105.0,OPP-02610,,17,South
LD-02163,20231203,DLR-01,CON-04547,Web Form,Qualified,VHL-004,REP-04,10.49,False,,,,1,North
LD-02164,20230525,DLR-12,CON-03380,Campaign,Converted,VHL-036,REP-08,35.4,True,20230525.0,OPP-01565,,26,West
LD-02165,20230715,DLR-08,CON-01327,Social Media,Converted,VHL-028,REP-17,54.97,True,20230715.0,OPP-01303,,1,East
LD-02166,20240113,DLR-11,CON-03001,Campaign,New,VHL-029,REP-04,13.85,False,,,,23,West
LD-02167,20230318,DLR-01,CON-03797,Web Form,Working,VHL-006,REP-07,5.26,False,,,,3,North
LD-02168,20230624,DLR-04,CON-02721,Walk-in,Working,VHL-006,REP-02,0.12,False,,,,16,South
LD-02169,20241126,DLR-04,CON-03282,Walk-in,New,VHL-012,REP-04,0.43,False,,,,18,South
LD-02170,20231113,DLR-09,CON-05541,Web Form,Qualified,VHL-023,REP-15,10.37,False,,,,8,East
LD-02171,20231229,DLR-09,CON-00045,Web Form,Lost,VHL-022,REP-07,12.45,False,,,Bought Elsewhere,39,East
LD-02172,20231020,DLR-08,CON-02083,Campaign,Working,VHL-028,REP-13,23.24,False,,,,11,East
LD-02173,20240303,DLR-03,CON-05731,Walk-in,Converted,VHL-031,REP-01,0.4,True,20240303.0,OPP-00338,,18,North
LD-02174,20231020,DLR-05,CON-02707,Walk-in,Converted,VHL-041,REP-19,0.55,True,20231020.0,OPP-02804,,5,South
LD-02175,20240728,DLR-10,CON-03979,Web Form,Converted,VHL-043,REP-15,5.16,True,20240728.0,OPP-01430,,17,West
LD-02176,20230128,DLR-05,CON-04797,Campaign,Qualified,VHL-016,REP-18,44.9,False,,,,26,South
LD-02177,20240531,DLR-12,CON-05170,Campaign,Working,VHL-045,REP-09,7.92,False,,,,21,West
LD-02178,20241230,DLR-03,CON-00347,Web Form,New,VHL-017,REP-20,9.24,False,,,,18,North
LD-02179,20230730,DLR-08,CON-03236,Campaign,Lost,VHL-039,REP-17,44.24,False,,,No Budget,13,East
LD-02180,20231204,DLR-02,CON-03397,Walk-in,Working,VHL-025,REP-20,0.5,False,,,,13,North
LD-02181,20241023,DLR-03,CON-01772,Phone Inbound,Qualified,VHL-032,REP-10,0.22,False,,,,18,North
LD-02182,20230708,DLR-03,CON-02641,Web Form,Lost,VHL-028,REP-06,7.07,False,,,Price,38,North
LD-02183,20240309,DLR-02,CON-05002,Referral,Converted,VHL-029,REP-01,2.73,True,20240309.0,OPP-03499,,17,North
LD-02184,20230425,DLR-11,CON-01144,Walk-in,Converted,VHL-002,REP-07,0.91,True,20230425.0,OPP-04157,,33,West
LD-02185,20231202,DLR-03,CON-00866,Social Media,Converted,VHL-006,REP-14,9.46,True,20231202.0,OPP-02200,,11,North
LD-02186,20240421,DLR-11,CON-05411,Referral,Converted,VHL-041,REP-09,5.3,True,20240421.0,OPP-00104,,35,West
LD-02187,20241119,DLR-04,CON-03026,Campaign,Qualified,VHL-044,REP-23,9.76,False,,,,19,South
LD-02188,20240104,DLR-10,CON-03675,Phone Inbound,Converted,VHL-010,REP-04,0.21,True,20240104.0,OPP-04253,,29,West
LD-02189,20241203,DLR-09,CON-04126,Campaign,Lost,VHL-041,REP-19,19.71,False,,,Price,53,East
LD-02190,20240822,DLR-09,CON-03269,Web Form,Working,VHL-017,REP-10,10.85,False,,,,3,East
LD-02191,20231125,DLR-06,CON-04276,Social Media,Qualified,VHL-033,REP-24,16.82,False,,,,14,South
LD-02192,20241210,DLR-01,CON-04417,Walk-in,Working,VHL-012,REP-02,0.64,False,,,,1,North
LD-02193,20231101,DLR-11,CON-00768,Web Form,New,VHL-012,REP-07,16.6,False,,,,19,West
LD-02194,20231020,DLR-11,CON-00689,Campaign,Lost,VHL-011,REP-17,10.37,False,,,Price,51,West
LD-02195,20230425,DLR-09,CON-04135,Referral,Working,VHL-010,REP-15,3.28,False,,,,30,East
LD-02196,20241231,DLR-08,CON-05445,Social Media,Qualified,VHL-041,REP-02,28.06,False,,,,7,East
LD-02197,20240529,DLR-02,CON-04760,Web Form,New,VHL-028,REP-04,10.2,False,,,,28,North
LD-02198,20240208,DLR-08,CON-02328,Web Form,Working,VHL-044,REP-23,8.58,False,,,,23,East
LD-02199,20231001,DLR-08,CON-04760,Web Form,Working,VHL-043,REP-22,5.93,False,,,,20,East
LD-02200,20230202,DLR-07,CON-05751,Referral,Working,VHL-041,REP-10,3.73,False,,,,17,East
LD-02201,20230625,DLR-10,CON-03517,Web Form,Working,VHL-002,REP-09,15.72,False,,,,2,West
LD-02202,20231119,DLR-06,CON-00838,Web Form,Converted,VHL-025,REP-05,7.74,True,20231119.0,OPP-04382,,23,South
LD-02203,20240229,DLR-11,CON-03332,Web Form,New,VHL-018,REP-18,11.38,False,,,,30,West
LD-02204,20240224,DLR-04,CON-02179,Campaign,Qualified,VHL-035,REP-13,11.07,False,,,,19,South
LD-02205,20230130,DLR-05,CON-03238,Walk-in,Lost,VHL-031,REP-05,0.21,False,,,Bought Elsewhere,37,South
LD-02206,20230220,DLR-02,CON-00731,Web Form,Lost,VHL-020,REP-03,10.39,False,,,No Budget,49,North
LD-02207,20241227,DLR-11,CON-04913,Web Form,Lost,VHL-041,REP-06,14.44,False,,,No Budget,7,West
LD-02208,20230613,DLR-07,CON-00004,Walk-in,New,VHL-022,REP-06,0.61,False,,,,8,East
LD-02209,20230823,DLR-07,CON-02724,Walk-in,Working,VHL-045,REP-01,0.41,False,,,,30,East
LD-02210,20230717,DLR-03,CON-02148,Web Form,Converted,VHL-008,REP-20,8.5,True,20230717.0,OPP-01013,,21,North
LD-02211,20240414,DLR-12,CON-02369,Social Media,Working,VHL-018,REP-01,21.0,False,,,,27,West
LD-02212,20230216,DLR-08,CON-00536,Campaign,Qualified,VHL-034,REP-05,30.05,False,,,,18,East
LD-02213,20240628,DLR-09,CON-04433,Referral,Qualified,VHL-001,REP-13,4.32,False,,,,3,East
LD-02214,20230712,DLR-07,CON-04236,Walk-in,Lost,VHL-007,REP-08,0.36,False,,,Other,41,East
LD-02215,20231001,DLR-07,CON-05051,Web Form,Lost,VHL-043,REP-18,6.62,False,,,No Budget,38,East
LD-02216,20231015,DLR-08,CON-02553,Referral,Lost,VHL-033,REP-13,3.4,False,,,Other,21,East
LD-02217,20230908,DLR-06,CON-05406,Web Form,Converted,VHL-004,REP-04,6.75,True,20230908.0,OPP-01891,,9,South
LD-02218,20240605,DLR-01,CON-05632,Referral,Converted,VHL-031,REP-12,2.9,True,20240605.0,OPP-03303,,25,North
LD-02219,20241009,DLR-02,CON-00577,Web Form,Lost,VHL-031,REP-03,16.9,False,,,No Response,39,North
LD-02220,20240129,DLR-07,CON-01697,Campaign,Lost,VHL-027,REP-11,21.53,False,,,No Budget,7,East
LD-02221,20240112,DLR-06,CON-04912,Web Form,New,VHL-004,REP-13,7.07,False,,,,19,South
LD-02222,20240418,DLR-03,CON-02448,Referral,Converted,VHL-034,REP-19,2.03,True,20240418.0,OPP-00915,,4,North
LD-02223,20230727,DLR-07,CON-05591,Walk-in,Lost,VHL-018,REP-24,0.72,False,,,Bought Elsewhere,27,East
LD-02224,20230206,DLR-05,CON-01326,Campaign,Lost,VHL-001,REP-10,22.19,False,,,Price,29,South
LD-02225,20230907,DLR-10,CON-03692,Social Media,Working,VHL-020,REP-11,28.21,False,,,,16,West
LD-02226,20240806,DLR-03,CON-01987,Web Form,Lost,VHL-024,REP-09,13.79,False,,,Bought Elsewhere,55,North
LD-02227,20240402,DLR-06,CON-05740,Campaign,Converted,VHL-019,REP-02,38.2,True,20240402.0,OPP-00699,,41,South
LD-02228,20230904,DLR-04,CON-00440,Referral,Qualified,VHL-001,REP-23,2.1,False,,,,27,South
LD-02229,20230511,DLR-05,CON-01484,Web Form,Qualified,VHL-029,REP-14,1.03,False,,,,21,South
LD-02230,20231212,DLR-06,CON-05024,Walk-in,Converted,VHL-005,REP-13,0.8,True,20231212.0,OPP-04220,,6,South
LD-02231,20230503,DLR-02,CON-00757,Referral,Working,VHL-024,REP-17,1.97,False,,,,25,North
LD-02232,20240113,DLR-01,CON-00051,Walk-in,Converted,VHL-035,REP-01,0.74,True,20240113.0,OPP-01625,,38,North
LD-02233,20240113,DLR-12,CON-04052,Walk-in,Converted,VHL-036,REP-05,0.1,True,20240113.0,OPP-02769,,6,West
LD-02234,20230430,DLR-06,CON-03638,Referral,Lost,VHL-001,REP-09,4.34,False,,,Bought Elsewhere,17,South
LD-02235,20240915,DLR-07,CON-00624,Referral,Converted,VHL-010,REP-24,1.18,True,20240915.0,OPP-01657,,11,East
LD-02236,20230209,DLR-04,CON-03922,Walk-in,Converted,VHL-022,REP-08,0.72,True,20230209.0,OPP-01228,,45,South
LD-02237,20240305,DLR-09,CON-00394,Walk-in,Converted,VHL-030,REP-18,0.5,True,20240305.0,OPP-04187,,41,East
LD-02238,20230427,DLR-09,CON-01433,Phone Inbound,Converted,VHL-020,REP-05,0.11,True,20230427.0,OPP-02489,,36,East
LD-02239,20240516,DLR-06,CON-02075,Web Form,Converted,VHL-024,REP-09,6.87,True,20240516.0,OPP-00932,,44,South
LD-02240,20241119,DLR-11,CON-03010,Web Form,Lost,VHL-019,REP-21,11.25,False,,,Bought Elsewhere,55,West
LD-02241,20241003,DLR-04,CON-01263,Web Form,Lost,VHL-029,REP-10,8.92,False,,,No Budget,32,South
LD-02242,20240507,DLR-02,CON-03693,Referral,Working,VHL-029,REP-13,3.88,False,,,,9,North
LD-02243,20240410,DLR-03,CON-04009,Referral,Converted,VHL-011,REP-01,5.96,True,20240410.0,OPP-03746,,36,North
LD-02244,20240129,DLR-02,CON-03890,Referral,Converted,VHL-023,REP-23,0.65,True,20240129.0,OPP-01331,,35,North
LD-02245,20230214,DLR-10,CON-03171,Campaign,Lost,VHL-016,REP-02,40.17,False,,,No Response,25,West
LD-02246,20240318,DLR-04,CON-02663,Campaign,Working,VHL-035,REP-17,25.04,False,,,,28,South
LD-02247,20230611,DLR-05,CON-00097,Campaign,Lost,VHL-003,REP-23,15.01,False,,,Price,46,South
LD-02248,20240928,DLR-09,CON-02348,Walk-in,Working,VHL-033,REP-03,0.1,False,,,,5,East
LD-02249,20230717,DLR-11,CON-02945,Web Form,Lost,VHL-017,REP-09,7.74,False,,,No Response,35,West
LD-02250,20241002,DLR-08,CON-04938,Referral,Lost,VHL-040,REP-07,4.38,False,,,Price,42,East
LD-02251,20240510,DLR-12,CON-05485,Campaign,New,VHL-021,REP-08,22.72,False,,,,17,West
LD-02252,20231129,DLR-11,CON-02093,Walk-in,Converted,VHL-035,REP-24,0.95,True,20231129.0,OPP-02868,,40,West
LD-02253,20240220,DLR-10,CON-04323,Walk-in,Lost,VHL-033,REP-05,0.1,False,,,Bought Elsewhere,20,West
LD-02254,20241226,DLR-10,CON-05760,Web Form,Converted,VHL-009,REP-16,8.45,True,20241226.0,OPP-04152,,29,West
LD-02255,20240506,DLR-04,CON-00299,Web Form,Qualified,VHL-006,REP-24,3.49,False,,,,30,South
LD-02256,20231004,DLR-05,CON-01083,Web Form,Qualified,VHL-014,REP-18,9.95,False,,,,5,South
LD-02257,20240117,DLR-02,CON-01237,Web Form,Qualified,VHL-008,REP-21,12.05,False,,,,12,North
LD-02258,20241101,DLR-10,CON-01722,Web Form,Lost,VHL-012,REP-17,6.82,False,,,No Budget,36,West
LD-02259,20241104,DLR-02,CON-00367,Web Form,Working,VHL-008,REP-01,0.1,False,,,,0,North
LD-02260,20230112,DLR-07,CON-03780,Referral,Converted,VHL-028,REP-13,3.3,True,20230112.0,OPP-01711,,2,East
LD-02261,20240107,DLR-11,CON-04573,Referral,New,VHL-044,REP-16,3.66,False,,,,17,West
LD-02262,20230303,DLR-06,CON-03144,Web Form,Converted,VHL-006,REP-10,10.12,True,20230303.0,OPP-01848,,16,South
LD-02263,20241016,DLR-06,CON-05324,Web Form,Qualified,VHL-016,REP-21,13.44,False,,,,24,South
LD-02264,20230204,DLR-07,CON-04509,Walk-in,Converted,VHL-042,REP-05,0.18,True,20230204.0,OPP-02668,,20,East
LD-02265,20231024,DLR-06,CON-05541,Phone Inbound,Converted,VHL-007,REP-02,0.35,True,20231024.0,OPP-00070,,2,South
LD-02266,20231129,DLR-03,CON-00029,Campaign,Lost,VHL-024,REP-09,35.93,False,,,Price,29,North
LD-02267,20240903,DLR-12,CON-00378,Web Form,Lost,VHL-028,REP-14,1.39,False,,,Price,6,West
LD-02268,20230224,DLR-07,CON-03039,Social Media,Lost,VHL-020,REP-03,39.84,False,,,Bought Elsewhere,15,East
LD-02269,20241221,DLR-08,CON-04438,Web Form,Lost,VHL-021,REP-04,6.48,False,,,Bought Elsewhere,18,East
LD-02270,20240712,DLR-09,CON-05040,Walk-in,Lost,VHL-001,REP-12,0.48,False,,,Bought Elsewhere,36,East
LD-02271,20230522,DLR-07,CON-04377,Walk-in,Working,VHL-037,REP-19,0.6,False,,,,19,East
LD-02272,20231201,DLR-04,CON-04424,Web Form,Lost,VHL-028,REP-18,6.55,False,,,No Budget,31,South
LD-02273,20240122,DLR-11,CON-03976,Referral,Converted,VHL-040,REP-03,1.99,True,20240122.0,OPP-02774,,24,West
LD-02274,20240804,DLR-06,CON-03716,Walk-in,Converted,VHL-005,REP-19,0.51,True,20240804.0,OPP-01882,,25,South
LD-02275,20230118,DLR-03,CON-00183,Referral,Lost,VHL-006,REP-05,1.37,False,,,Other,30,North
LD-02276,20240913,DLR-10,CON-04580,Referral,Converted,VHL-012,REP-13,1.37,True,20240913.0,OPP-03104,,6,West
LD-02277,20240209,DLR-10,CON-03020,Web Form,Working,VHL-009,REP-03,11.22,False,,,,16,West
LD-02278,20230816,DLR-08,CON-03987,Phone Inbound,Lost,VHL-030,REP-10,0.1,False,,,Price,19,East
LD-02279,20231007,DLR-02,CON-00792,Web Form,Lost,VHL-035,REP-22,11.17,False,,,No Response,6,North
LD-02280,20240317,DLR-03,CON-03570,Referral,Converted,VHL-018,REP-06,3.69,True,20240317.0,OPP-02794,,39,North
LD-02281,20241118,DLR-10,CON-00610,Web Form,Lost,VHL-029,REP-02,1.6,False,,,Bought Elsewhere,17,West
LD-02282,20240604,DLR-03,CON-00863,Walk-in,Working,VHL-036,REP-12,0.3,False,,,,26,North
LD-02283,20240904,DLR-09,CON-01036,Web Form,Converted,VHL-001,REP-19,13.28,True,20240904.0,OPP-00673,,24,East
LD-02284,20231230,DLR-10,CON-00148,Web Form,Working,VHL-004,REP-03,4.58,False,,,,22,West
LD-02285,20241016,DLR-01,CON-03764,Walk-in,Working,VHL-011,REP-07,0.36,False,,,,27,North
LD-02286,20231209,DLR-03,CON-04588,Web Form,Lost,VHL-040,REP-11,10.35,False,,,No Response,4,North
LD-02287,20230306,DLR-09,CON-01498,Walk-in,Converted,VHL-011,REP-23,0.74,True,20230306.0,OPP-02694,,29,East
LD-02288,20230619,DLR-07,CON-00594,Web Form,Lost,VHL-025,REP-18,7.49,False,,,Price,31,East
LD-02289,20230218,DLR-09,CON-05256,Campaign,Converted,VHL-045,REP-02,18.02,True,20230218.0,OPP-02643,,37,East
LD-02290,20230928,DLR-03,CON-03800,Web Form,Converted,VHL-007,REP-22,14.19,True,20230928.0,OPP-03137,,12,North
LD-02291,20231107,DLR-01,CON-02972,Campaign,Converted,VHL-015,REP-15,41.39,True,20231107.0,OPP-02198,,37,North
LD-02292,20230404,DLR-08,CON-00581,Web Form,New,VHL-028,REP-19,12.42,False,,,,30,East
LD-02293,20231220,DLR-11,CON-00710,Social Media,Qualified,VHL-033,REP-19,37.02,False,,,,10,West
LD-02294,20240519,DLR-11,CON-01154,Web Form,Qualified,VHL-037,REP-17,5.27,False,,,,18,West
LD-02295,20230530,DLR-06,CON-01078,Campaign,Qualified,VHL-039,REP-09,15.7,False,,,,3,South
LD-02296,20231028,DLR-10,CON-04217,Campaign,Working,VHL-010,REP-16,29.23,False,,,,17,West
LD-02297,20230302,DLR-12,CON-00580,Social Media,Working,VHL-003,REP-09,41.02,False,,,,24,West
LD-02298,20240215,DLR-04,CON-05609,Referral,Working,VHL-012,REP-03,5.1,False,,,,28,South
LD-02299,20240720,DLR-08,CON-02098,Campaign,Lost,VHL-034,REP-08,30.5,False,,,Price,4,East
LD-02300,20231022,DLR-09,CON-03567,Web Form,Working,VHL-003,REP-24,2.49,False,,,,17,East
LD-02301,20230603,DLR-05,CON-02455,Campaign,Working,VHL-035,REP-17,34.52,False,,,,5,South
LD-02302,20230820,DLR-11,CON-02441,Web Form,Working,VHL-026,REP-05,4.51,False,,,,1,West
LD-02303,20231120,DLR-05,CON-05773,Walk-in,Converted,VHL-004,REP-13,0.38,True,20231120.0,OPP-00253,,40,South
LD-02304,20230905,DLR-07,CON-01307,Web Form,Lost,VHL-014,REP-19,9.5,False,,,No Budget,35,East
LD-02305,20241114,DLR-06,CON-00878,Social Media,Working,VHL-003,REP-16,59.95,False,,,,0,South
LD-02306,20240425,DLR-04,CON-00817,Referral,Qualified,VHL-006,REP-04,7.66,False,,,,12,South
LD-02307,20230309,DLR-01,CON-01166,Phone Inbound,Qualified,VHL-022,REP-10,0.34,False,,,,12,North
LD-02308,20230209,DLR-03,CON-05193,Referral,Working,VHL-002,REP-13,2.73,False,,,,7,North
LD-02309,20230817,DLR-05,CON-05724,Social Media,New,VHL-006,REP-22,42.41,False,,,,2,South
LD-02310,20240426,DLR-06,CON-04636,Web Form,Converted,VHL-023,REP-02,12.05,True,20240426.0,OPP-04051,,27,South
LD-02311,20240703,DLR-01,CON-00647,Referral,Converted,VHL-021,REP-04,2.52,True,20240703.0,OPP-00474,,12,North
LD-02312,20241022,DLR-11,CON-05623,Web Form,Lost,VHL-044,REP-19,15.68,False,,,No Budget,3,West
LD-02313,20231115,DLR-08,CON-00819,Web Form,New,VHL-029,REP-23,9.42,False,,,,19,East
LD-02314,20240207,DLR-12,CON-04833,Social Media,Lost,VHL-044,REP-12,41.97,False,,,No Budget,54,West
LD-02315,20230218,DLR-07,CON-02359,Web Form,Working,VHL-044,REP-20,11.16,False,,,,23,East
LD-02316,20230109,DLR-10,CON-00971,Referral,Converted,VHL-001,REP-09,3.63,True,20230109.0,OPP-01968,,3,West
LD-02317,20241002,DLR-09,CON-05011,Walk-in,Converted,VHL-045,REP-10,0.75,True,20241002.0,OPP-00417,,35,East
LD-02318,20230801,DLR-02,CON-01814,Referral,Lost,VHL-042,REP-11,2.07,False,,,Price,35,North
LD-02319,20230920,DLR-04,CON-03063,Campaign,New,VHL-044,REP-19,18.42,False,,,,12,South
LD-02320,20230221,DLR-08,CON-04665,Web Form,Working,VHL-037,REP-01,4.1,False,,,,13,East
LD-02321,20241118,DLR-09,CON-00482,Social Media,Qualified,VHL-005,REP-18,41.27,False,,,,8,East
LD-02322,20230202,DLR-04,CON-03924,Referral,New,VHL-033,REP-09,4.17,False,,,,28,South
LD-02323,20241128,DLR-10,CON-02368,Referral,Lost,VHL-020,REP-19,3.69,False,,,Other,2,West
LD-02324,20230103,DLR-07,CON-01288,Walk-in,Converted,VHL-022,REP-11,1.0,True,20230103.0,OPP-00617,,11,East
LD-02325,20240401,DLR-02,CON-04041,Campaign,New,VHL-014,REP-13,23.94,False,,,,12,North
LD-02326,20230508,DLR-09,CON-02088,Web Form,Converted,VHL-012,REP-19,11.17,True,20230508.0,OPP-04447,,12,East
LD-02327,20240422,DLR-03,CON-01793,Referral,Converted,VHL-015,REP-10,1.36,True,20240422.0,OPP-01893,,7,North
LD-02328,20230221,DLR-01,CON-04681,Campaign,Qualified,VHL-003,REP-21,20.13,False,,,,21,North
