case_id,contact_id,account_id,vehicle_id,dealer_id,open_date_key,close_date_key,case_type,priority,sla_target_hours,resolution_hours,is_sla_breached,is_reopened,reopen_count,related_case_id,status
CASE-02115,CON-03126,ACC-00882,VHL-045,DLR-02,20240117,20240120.0,Warranty,Low,168,81.99,False,False,0,,Resolved
CASE-02116,CON-04871,ACC-01374,VHL-003,DLR-01,20241107,20241110.0,Damage,Low,168,76.6,False,False,0,,Resolved
CASE-02117,CON-04455,ACC-02390,VHL-027,DLR-04,20240217,20240218.0,Warranty,Medium,72,26.66,False,True,1,CASE-REL-02117,Closed
CASE-02118,CON-00213,ACC-01890,VHL-001,DLR-10,20230406,20230408.0,Warranty,Medium,72,57.39,False,False,0,,Resolved
CASE-02119,CON-03119,ACC-02320,VHL-035,DLR-04,20230305,20230309.0,Warranty,Medium,72,103.62,True,False,0,,Resolved
CASE-02120,CON-02289,ACC-03046,VHL-021,DLR-05,20230116,20230120.0,Maintenance,Low,168,100.84,False,False,0,,Closed
CASE-02121,CON-00052,ACC-01863,VHL-031,DLR-02,20241226,,Maintenance,Low,168,164.63,False,False,0,,In Progress
CASE-02122,CON-01505,ACC-01477,VHL-009,DLR-05,20240705,20240706.0,Warranty,Medium,72,28.59,False,False,0,,Closed
CASE-02123,CON-00140,ACC-02390,VHL-043,DLR-03,20240702,20240702.0,Maintenance,High,24,20.54,False,False,0,,Closed
CASE-02124,CON-05525,ACC-00749,VHL-014,DLR-01,20230928,20230928.0,Maintenance,Medium,72,20.83,False,False,0,,Resolved
CASE-02125,CON-04938,ACC-01230,VHL-030,DLR-11,20231023,20231030.0,Damage,Low,168,178.08,True,False,0,,Closed
CASE-02126,CON-04425,ACC-01437,VHL-038,DLR-06,20240821,20240825.0,Warranty,Low,168,101.7,False,False,0,,Closed
CASE-02127,CON-03522,ACC-02214,VHL-011,DLR-02,20240124,20240124.0,Complaint,Critical,4,8.53,True,False,0,,Closed
CASE-02128,CON-04209,ACC-02763,VHL-028,DLR-09,20230702,20230702.0,Maintenance,Low,168,21.17,False,False,0,,Resolved
CASE-02129,CON-02121,ACC-00097,VHL-030,DLR-05,20240117,20240121.0,Maintenance,Low,168,98.97,False,False,0,,Resolved
CASE-02130,CON-04020,ACC-01195,VHL-003,DLR-10,20240212,20240213.0,Maintenance,Medium,72,25.85,False,False,0,,Resolved
CASE-02131,CON-01652,ACC-01610,VHL-034,DLR-12,20240217,20240217.0,Maintenance,High,24,6.34,False,False,0,,Resolved
CASE-02132,CON-04177,ACC-01791,VHL-018,DLR-09,20230615,20230615.0,Maintenance,Critical,4,1.05,False,False,0,,Resolved
CASE-02133,CON-02248,ACC-01769,VHL-021,DLR-07,20241204,20241204.0,Warranty,High,24,3.45,False,False,0,,Closed
CASE-02134,CON-00120,ACC-01472,VHL-010,DLR-12,20231225,20231226.0,Complaint,Low,168,45.98,False,True,1,CASE-REL-02134,Resolved
CASE-02135,CON-03304,ACC-01858,VHL-019,DLR-04,20240113,20240116.0,Warranty,Low,168,92.52,False,False,0,,Closed
CASE-02136,CON-00976,ACC-01664,VHL-017,DLR-02,20241231,,Damage,Low,168,144.66,False,False,0,,In Progress
CASE-02137,CON-01926,ACC-00569,VHL-010,DLR-11,20240630,20240705.0,Recall,Low,168,141.74,False,False,0,,Closed
CASE-02138,CON-05061,ACC-00184,VHL-030,DLR-10,20241118,20241119.0,Maintenance,Medium,72,25.81,False,False,0,,Closed
CASE-02139,CON-03933,ACC-01057,VHL-028,DLR-09,20241123,20241127.0,Maintenance,Low,168,105.09,False,False,0,,Closed
CASE-02140,CON-01796,ACC-01021,VHL-044,DLR-05,20240301,20240302.0,Maintenance,High,24,30.24,True,False,0,,Closed
CASE-02141,CON-02608,ACC-00379,VHL-006,DLR-09,20241106,20241106.0,Recall,Medium,72,23.1,False,False,0,,Closed
CASE-02142,CON-00149,ACC-00775,VHL-010,DLR-05,20240704,20240704.0,Recall,High,24,3.51,False,False,0,,Resolved
CASE-02143,CON-03368,ACC-00123,VHL-027,DLR-05,20240707,20240708.0,Maintenance,Medium,72,45.42,False,False,0,,Resolved
CASE-02144,CON-03539,ACC-01809,VHL-026,DLR-05,20241009,20241010.0,Warranty,Low,168,33.52,False,False,0,,Closed
CASE-02145,CON-00751,ACC-02821,VHL-035,DLR-12,20240807,20240807.0,Maintenance,Critical,4,7.32,True,False,0,,Closed
CASE-02146,CON-03204,ACC-00577,VHL-010,DLR-01,20240709,20240710.0,Warranty,Medium,72,38.79,False,False,0,,Closed
CASE-02147,CON-01579,ACC-01686,VHL-041,DLR-06,20231206,20231206.0,Maintenance,Critical,4,3.99,False,False,0,,Resolved
CASE-02148,CON-00776,ACC-03161,VHL-040,DLR-03,20230727,20230728.0,Maintenance,Low,168,28.72,False,False,0,,Resolved
CASE-02149,CON-01448,ACC-02587,VHL-041,DLR-02,20231030,20231101.0,Complaint,Medium,72,49.93,False,False,0,,Resolved
CASE-02150,CON-01417,ACC-00898,VHL-039,DLR-08,20230120,20230120.0,Warranty,Medium,72,11.63,False,False,0,,Closed
CASE-02151,CON-01440,ACC-00822,VHL-006,DLR-01,20231129,20231205.0,Complaint,Low,168,156.34,False,False,0,,Closed
CASE-02152,CON-04362,ACC-02930,VHL-017,DLR-11,20230329,20230331.0,Maintenance,Medium,72,55.59,False,False,0,,Resolved
CASE-02153,CON-02557,ACC-01564,VHL-017,DLR-12,20240811,20240811.0,Damage,Critical,4,1.12,False,False,0,,Resolved
CASE-02154,CON-02457,ACC-01569,VHL-041,DLR-04,20231115,20231117.0,Damage,Low,168,63.93,False,False,0,,Resolved
CASE-02155,CON-01680,ACC-02998,VHL-041,DLR-12,20231231,20231231.0,Maintenance,High,24,9.69,False,False,0,,Closed
CASE-02156,CON-01386,ACC-00669,VHL-035,DLR-07,20230225,20230225.0,Complaint,High,24,4.78,False,False,0,,Closed
CASE-02157,CON-03212,ACC-01714,VHL-033,DLR-01,20231012,20231014.0,Recall,Medium,72,52.12,False,False,0,,Closed
CASE-02158,CON-00628,ACC-02546,VHL-018,DLR-03,20230419,20230419.0,Damage,High,24,14.01,False,False,0,,Closed
CASE-02159,CON-03878,ACC-01914,VHL-019,DLR-10,20240904,20240906.0,Damage,Medium,72,48.18,False,False,0,,Closed
CASE-02160,CON-02485,ACC-02051,VHL-033,DLR-02,20230123,20230123.0,Maintenance,Critical,4,5.19,True,False,0,,Resolved
CASE-02161,CON-00440,ACC-01259,VHL-020,DLR-04,20230713,20230714.0,Damage,High,24,37.37,True,False,0,,Closed
CASE-02162,CON-03546,ACC-01036,VHL-041,DLR-06,20230417,20230417.0,Maintenance,High,24,7.65,False,False,0,,Closed
CASE-02163,CON-05661,ACC-01133,VHL-043,DLR-07,20230111,20230111.0,Damage,Medium,72,14.17,False,False,0,,Closed
CASE-02164,CON-04510,ACC-00329,VHL-035,DLR-04,20240319,20240321.0,Maintenance,Medium,72,50.13,False,False,0,,Resolved
CASE-02165,CON-02356,ACC-02050,VHL-038,DLR-11,20230611,20230611.0,Damage,Medium,72,10.28,False,False,0,,Closed
CASE-02166,CON-00191,ACC-01660,VHL-035,DLR-07,20240228,20240228.0,Maintenance,High,24,20.63,False,False,0,,Closed
CASE-02167,CON-01319,ACC-01520,VHL-006,DLR-03,20241226,20241228.0,Maintenance,Medium,72,58.94,False,False,0,,Resolved
CASE-02168,CON-00418,ACC-01274,VHL-026,DLR-02,20240918,20240918.0,Maintenance,Critical,4,3.38,False,False,0,,Resolved
CASE-02169,CON-04139,ACC-01578,VHL-042,DLR-12,20230411,20230417.0,Warranty,Low,168,167.92,False,False,0,,Closed
CASE-02170,CON-04952,ACC-00203,VHL-040,DLR-10,20240202,20240202.0,Warranty,High,24,2.29,False,False,0,,Closed
CASE-02171,CON-05652,ACC-02034,VHL-007,DLR-04,20240810,20240812.0,Damage,Medium,72,49.05,False,False,0,,Closed
CASE-02172,CON-03179,ACC-00638,VHL-041,DLR-02,20240718,20240718.0,Damage,Critical,4,7.89,True,False,0,,Closed
CASE-02173,CON-00808,ACC-02384,VHL-017,DLR-09,20230201,20230201.0,Recall,High,24,20.07,False,False,0,,Resolved
CASE-02174,CON-00987,ACC-00316,VHL-041,DLR-01,20230920,20230921.0,Warranty,Medium,72,40.99,False,False,0,,Resolved
CASE-02175,CON-05538,ACC-01818,VHL-034,DLR-09,20241101,20241104.0,Maintenance,Low,168,85.01,False,False,0,,Closed
CASE-02176,CON-03404,ACC-00434,VHL-008,DLR-08,20240603,20240605.0,Maintenance,Medium,72,57.43,False,False,0,,Closed
CASE-02177,CON-05545,ACC-02441,VHL-013,DLR-03,20240828,20240831.0,Damage,Medium,72,84.44,True,False,0,,Closed
CASE-02178,CON-02776,ACC-00929,VHL-032,DLR-04,20230325,20230325.0,Warranty,High,24,4.33,False,False,0,,Resolved
CASE-02179,CON-04498,ACC-01501,VHL-044,DLR-01,20230722,20230725.0,Damage,Medium,72,74.0,True,False,0,,Resolved
CASE-02180,CON-01106,ACC-00874,VHL-013,DLR-05,20230703,20230703.0,Damage,Critical,4,3.38,False,False,0,,Closed
CASE-02181,CON-05480,ACC-03127,VHL-039,DLR-07,20230124,20230125.0,Maintenance,Medium,72,32.3,False,False,0,,Closed
CASE-02182,CON-05593,ACC-01461,VHL-044,DLR-08,20231008,20231009.0,Warranty,Medium,72,44.15,False,False,0,,Closed
CASE-02183,CON-02637,ACC-00225,VHL-006,DLR-03,20240521,20240522.0,Damage,High,24,43.85,True,False,0,,Closed
CASE-02184,CON-01619,ACC-01491,VHL-014,DLR-01,20230103,20230103.0,Warranty,Critical,4,7.37,True,False,0,,Closed
CASE-02185,CON-05693,ACC-00461,VHL-045,DLR-04,20230719,20230719.0,Recall,High,24,8.35,False,False,0,,Closed
CASE-02186,CON-00084,ACC-01235,VHL-002,DLR-04,20240103,20240103.0,Complaint,High,24,19.81,False,False,0,,Resolved
CASE-02187,CON-03018,ACC-00292,VHL-007,DLR-03,20230613,20230613.0,Maintenance,High,24,17.71,False,False,0,,Closed
CASE-02188,CON-01894,ACC-02736,VHL-016,DLR-07,20240522,20240523.0,Damage,Medium,72,26.45,False,False,0,,Resolved
CASE-02189,CON-02263,ACC-02043,VHL-008,DLR-01,20230102,20230102.0,Maintenance,High,24,13.12,False,False,0,,Closed
CASE-02190,CON-03871,ACC-01011,VHL-021,DLR-02,20240722,20240724.0,Maintenance,Medium,72,63.04,False,False,0,,Resolved
CASE-02191,CON-02700,ACC-00404,VHL-032,DLR-08,20240711,20240712.0,Warranty,Medium,72,38.85,False,True,1,CASE-REL-02191,Closed
CASE-02192,CON-05501,ACC-02452,VHL-003,DLR-11,20230420,20230421.0,Maintenance,Low,168,35.95,False,False,0,,Closed
CASE-02193,CON-02296,ACC-01732,VHL-024,DLR-12,20231111,20231111.0,Damage,Medium,72,10.27,False,False,0,,Resolved
CASE-02194,CON-03800,ACC-00502,VHL-033,DLR-01,20231130,20231130.0,Maintenance,High,24,12.58,False,False,0,,Closed
CASE-02195,CON-00502,ACC-00887,VHL-043,DLR-08,20240630,20240708.0,Warranty,Low,168,206.4,True,False,0,,Closed
CASE-02196,CON-04123,ACC-01329,VHL-020,DLR-02,20230728,20230728.0,Recall,Medium,72,16.69,False,False,0,,Resolved
CASE-02197,CON-04327,ACC-01650,VHL-044,DLR-07,20230705,20230705.0,Complaint,High,24,13.36,False,False,0,,Resolved
CASE-02198,CON-00085,ACC-01825,VHL-009,DLR-05,20231028,20231029.0,Recall,Medium,72,37.56,False,False,0,,Resolved
CASE-02199,CON-01706,ACC-02977,VHL-022,DLR-04,20240828,20240828.0,Maintenance,Critical,4,2.92,False,False,0,,Closed
CASE-02200,CON-04129,ACC-01947,VHL-028,DLR-09,20230329,20230329.0,Maintenance,Medium,72,7.99,False,False,0,,Resolved
CASE-02201,CON-04845,ACC-02783,VHL-026,DLR-09,20241029,20241031.0,Warranty,Low,168,69.8,False,False,0,,Resolved
CASE-02202,CON-04948,ACC-03163,VHL-034,DLR-11,20240723,20240724.0,Warranty,Low,168,25.07,False,False,0,,Closed
CASE-02203,CON-02575,ACC-00786,VHL-001,DLR-05,20231122,20231122.0,Recall,High,24,3.27,False,False,0,,Closed
CASE-02204,CON-02778,ACC-01411,VHL-032,DLR-08,20240306,20240308.0,Maintenance,Medium,72,52.49,False,False,0,,Resolved
CASE-02205,CON-01206,ACC-00742,VHL-017,DLR-09,20240825,20240825.0,Maintenance,High,24,4.87,False,False,0,,Closed
CASE-02206,CON-01438,ACC-02636,VHL-012,DLR-12,20230509,20230514.0,Warranty,Low,168,142.4,False,False,0,,Closed
CASE-02207,CON-04029,ACC-00437,VHL-008,DLR-10,20231224,20231228.0,Maintenance,Low,168,108.22,False,False,0,,Closed
CASE-02208,CON-03311,ACC-02364,VHL-036,DLR-05,20230320,20230321.0,Maintenance,Low,168,28.16,False,False,0,,Closed
CASE-02209,CON-01468,ACC-00767,VHL-038,DLR-04,20240222,20240228.0,Warranty,Low,168,161.93,False,False,0,,Closed
CASE-02210,CON-05560,ACC-01629,VHL-012,DLR-05,20230306,20230306.0,Maintenance,High,24,14.02,False,False,0,,Closed
CASE-02211,CON-00659,ACC-01639,VHL-014,DLR-01,20231123,20231125.0,Complaint,Medium,72,64.62,False,False,0,,Closed
CASE-02212,CON-01514,ACC-01693,VHL-014,DLR-04,20230725,20230802.0,Damage,Low,168,195.44,True,False,0,,Resolved
CASE-02213,CON-04614,ACC-01142,VHL-011,DLR-08,20230320,20230321.0,Damage,Medium,72,42.64,False,False,0,,Closed
CASE-02214,CON-02664,ACC-01066,VHL-026,DLR-01,20241128,20241128.0,Warranty,High,24,15.48,False,False,0,,Resolved
CASE-02215,CON-01843,ACC-00522,VHL-039,DLR-04,20240522,20240523.0,Maintenance,Low,168,40.11,False,False,0,,Closed
CASE-02216,CON-03176,ACC-00911,VHL-008,DLR-10,20230424,20230502.0,Maintenance,Low,168,208.77,True,False,0,,Closed
CASE-02217,CON-03708,ACC-01619,VHL-027,DLR-07,20230329,20230329.0,Recall,High,24,5.66,False,False,0,,Closed
CASE-02218,CON-04008,ACC-01085,VHL-038,DLR-04,20230913,20230914.0,Recall,Medium,72,35.87,False,False,0,,Resolved
CASE-02219,CON-00023,ACC-01715,VHL-020,DLR-07,20240915,20240915.0,Damage,Critical,4,9.16,True,False,0,,Resolved
CASE-02220,CON-00847,ACC-02315,VHL-043,DLR-01,20230128,20230128.0,Complaint,High,24,5.65,False,False,0,,Closed
CASE-02221,CON-05077,ACC-00134,VHL-016,DLR-05,20240715,20240719.0,Maintenance,Medium,72,100.28,True,False,0,,Resolved
CASE-02222,CON-01690,ACC-00710,VHL-016,DLR-04,20230422,20230422.0,Warranty,Low,168,18.35,False,False,0,,Closed
CASE-02223,CON-00930,ACC-02533,VHL-004,DLR-06,20240803,20240805.0,Complaint,Low,168,63.26,False,False,0,,Closed
CASE-02224,CON-04132,ACC-02271,VHL-038,DLR-07,20230612,20230616.0,Damage,Low,168,109.31,False,False,0,,Closed
CASE-02225,CON-02018,ACC-01615,VHL-019,DLR-03,20230626,20230628.0,Complaint,Medium,72,59.58,False,True,1,CASE-REL-02225,Closed
CASE-02226,CON-01004,ACC-00518,VHL-015,DLR-11,20240621,20240622.0,Damage,High,24,26.63,True,False,0,,Closed
CASE-02227,CON-03218,ACC-01283,VHL-039,DLR-06,20230206,20230208.0,Complaint,Medium,72,68.79,False,False,0,,Resolved
CASE-02228,CON-03942,ACC-01884,VHL-005,DLR-04,20231229,20231231.0,Maintenance,Medium,72,65.82,False,False,0,,Closed
CASE-02229,CON-00762,ACC-02320,VHL-042,DLR-05,20240305,20240307.0,Warranty,Medium,72,58.59,False,False,0,,Resolved
CASE-02230,CON-00819,ACC-01973,VHL-015,DLR-12,20231120,20231120.0,Maintenance,High,24,11.32,False,False,0,,Closed
CASE-02231,CON-04168,ACC-02579,VHL-043,DLR-03,20231211,20231217.0,Complaint,Low,168,153.29,False,False,0,,Closed
CASE-02232,CON-00217,ACC-00019,VHL-015,DLR-08,20231104,20231107.0,Maintenance,Low,168,95.16,False,False,0,,Resolved
CASE-02233,CON-01566,ACC-00681,VHL-004,DLR-05,20240927,20241003.0,Recall,Low,168,146.17,False,False,0,,Closed
CASE-02234,CON-01144,ACC-00412,VHL-014,DLR-05,20230814,20230819.0,Maintenance,Low,168,143.25,False,False,0,,Closed
CASE-02235,CON-05225,ACC-00573,VHL-030,DLR-10,20231116,20231118.0,Maintenance,Medium,72,51.7,False,False,0,,Resolved
CASE-02236,CON-04467,ACC-00968,VHL-033,DLR-02,20230402,20230404.0,Recall,Low,168,62.13,False,False,0,,Closed
CASE-02237,CON-00061,ACC-01240,VHL-012,DLR-10,20240725,20240726.0,Damage,Medium,72,38.52,False,False,0,,Closed
CASE-02238,CON-01394,ACC-02413,VHL-016,DLR-04,20240219,20240220.0,Maintenance,Medium,72,29.63,False,False,0,,Closed
CASE-02239,CON-04448,ACC-02726,VHL-030,DLR-06,20230206,20230207.0,Maintenance,Medium,72,40.3,False,False,0,,Closed
CASE-02240,CON-04346,ACC-00787,VHL-034,DLR-06,20240721,20240724.0,Damage,Medium,72,87.73,True,False,0,,Closed
CASE-02241,CON-01409,ACC-00074,VHL-026,DLR-03,20240726,20240730.0,Damage,Low,168,114.72,False,False,0,,Closed
CASE-02242,CON-02613,ACC-03020,VHL-041,DLR-04,20230918,20230918.0,Maintenance,High,24,14.22,False,False,0,,Resolved
CASE-02243,CON-04369,ACC-00752,VHL-007,DLR-01,20240923,20240924.0,Maintenance,High,24,34.03,True,False,0,,Closed
CASE-02244,CON-04526,ACC-01685,VHL-012,DLR-08,20241223,20241224.0,Warranty,High,24,39.68,True,True,1,CASE-REL-02244,Closed
CASE-02245,CON-00715,ACC-01178,VHL-018,DLR-04,20240726,20240726.0,Maintenance,Low,168,14.1,False,False,0,,Closed
CASE-02246,CON-03633,ACC-00163,VHL-045,DLR-03,20231029,20231031.0,Warranty,Medium,72,60.85,False,False,0,,Closed
CASE-02247,CON-01591,ACC-00759,VHL-028,DLR-06,20241202,20241202.0,Warranty,High,24,2.41,False,False,0,,Resolved
CASE-02248,CON-01800,ACC-01007,VHL-037,DLR-02,20240619,20240620.0,Maintenance,Low,168,32.98,False,False,0,,Resolved
CASE-02249,CON-01821,ACC-01566,VHL-038,DLR-02,20231203,20231203.0,Damage,Medium,72,7.4,False,False,0,,Closed
CASE-02250,CON-02625,ACC-01639,VHL-003,DLR-11,20231201,20231204.0,Maintenance,Low,168,77.21,False,False,0,,Closed
CASE-02251,CON-03203,ACC-01153,VHL-009,DLR-07,20231211,20231214.0,Warranty,Medium,72,72.99,True,False,0,,Resolved
CASE-02252,CON-00739,ACC-01822,VHL-028,DLR-05,20230504,20230508.0,Damage,Medium,72,104.48,True,False,0,,Resolved
CASE-02253,CON-00940,ACC-00051,VHL-027,DLR-04,20240921,20240921.0,Recall,High,24,17.68,False,False,0,,Closed
CASE-02254,CON-03188,ACC-01430,VHL-007,DLR-04,20230730,20230730.0,Maintenance,High,24,18.48,False,False,0,,Closed
CASE-02255,CON-04288,ACC-01483,VHL-025,DLR-11,20231203,20231206.0,Maintenance,Medium,72,74.0,True,False,0,,Closed
CASE-02256,CON-02395,ACC-00738,VHL-039,DLR-05,20230530,20230602.0,Recall,Low,168,78.86,False,False,0,,Resolved
CASE-02257,CON-04192,ACC-02255,VHL-007,DLR-06,20230822,20230822.0,Maintenance,Critical,4,7.22,True,False,0,,Closed
CASE-02258,CON-01498,ACC-00169,VHL-045,DLR-05,20230515,20230517.0,Complaint,Low,168,59.99,False,False,0,,Resolved
CASE-02259,CON-02830,ACC-01755,VHL-018,DLR-04,20231229,20231229.0,Damage,High,24,10.55,False,False,0,,Resolved
CASE-02260,CON-02941,ACC-01202,VHL-011,DLR-01,20240216,20240218.0,Damage,Medium,72,61.58,False,False,0,,Resolved
CASE-02261,CON-05638,ACC-01916,VHL-018,DLR-01,20240208,20240208.0,Warranty,Medium,72,23.57,False,False,0,,Closed
CASE-02262,CON-04104,ACC-01382,VHL-015,DLR-06,20230102,20230104.0,Recall,Low,168,53.8,False,False,0,,Resolved
CASE-02263,CON-04834,ACC-02472,VHL-021,DLR-04,20240611,20240611.0,Warranty,High,24,6.85,False,False,0,,Resolved
CASE-02264,CON-05305,ACC-02602,VHL-032,DLR-05,20231105,20231108.0,Maintenance,Low,168,90.81,False,False,0,,Closed
CASE-02265,CON-00420,ACC-01623,VHL-030,DLR-04,20230706,20230711.0,Damage,Low,168,143.55,False,False,0,,Closed
CASE-02266,CON-03393,ACC-01915,VHL-017,DLR-07,20230910,20230910.0,Warranty,High,24,10.89,False,False,0,,Closed
CASE-02267,CON-02433,ACC-02843,VHL-043,DLR-06,20240719,20240720.0,Warranty,Medium,72,46.19,False,True,1,CASE-REL-02267,Resolved
CASE-02268,CON-04726,ACC-00451,VHL-011,DLR-12,20231124,20231126.0,Warranty,Medium,72,52.04,False,False,0,,Closed
CASE-02269,CON-02977,ACC-01688,VHL-016,DLR-05,20231005,20231005.0,Damage,Medium,72,8.41,False,False,0,,Closed
CASE-02270,CON-04172,ACC-01007,VHL-038,DLR-07,20231118,20231120.0,Warranty,Medium,72,49.95,False,True,1,CASE-REL-02270,Closed
CASE-02271,CON-01112,ACC-00750,VHL-036,DLR-02,20240524,20240525.0,Damage,Medium,72,37.37,False,False,0,,Closed
CASE-02272,CON-00133,ACC-03159,VHL-040,DLR-02,20230719,20230720.0,Maintenance,Medium,72,27.72,False,False,0,,Closed
CASE-02273,CON-03173,ACC-01929,VHL-003,DLR-10,20230824,20230826.0,Damage,Medium,72,50.86,False,False,0,,Resolved
CASE-02274,CON-03946,ACC-01638,VHL-033,DLR-10,20240110,20240111.0,Warranty,High,24,39.49,True,False,0,,Closed
CASE-02275,CON-01139,ACC-00484,VHL-009,DLR-10,20240406,20240410.0,Recall,Low,168,99.52,False,False,0,,Closed
CASE-02276,CON-05594,ACC-02963,VHL-026,DLR-09,20240708,20240710.0,Maintenance,Medium,72,61.37,False,False,0,,Closed
CASE-02277,CON-05540,ACC-00061,VHL-037,DLR-03,20231018,20231018.0,Maintenance,Critical,4,1.12,False,False,0,,Closed
CASE-02278,CON-04642,ACC-02198,VHL-044,DLR-02,20240831,20240901.0,Complaint,Medium,72,33.63,False,False,0,,Closed
CASE-02279,CON-00741,ACC-01875,VHL-030,DLR-04,20230527,20230527.0,Damage,Critical,4,3.38,False,False,0,,Resolved
CASE-02280,CON-02392,ACC-00647,VHL-038,DLR-07,20230707,20230707.0,Warranty,High,24,17.11,False,False,0,,Closed
CASE-02281,CON-02478,ACC-02815,VHL-021,DLR-04,20230228,20230301.0,Complaint,Medium,72,24.63,False,False,0,,Closed
CASE-02282,CON-04906,ACC-00736,VHL-025,DLR-01,20231030,20231030.0,Warranty,Medium,72,18.53,False,False,0,,Closed
CASE-02283,CON-04600,ACC-02100,VHL-015,DLR-05,20240120,20240125.0,Damage,Low,168,138.63,False,False,0,,Closed
CASE-02284,CON-00618,ACC-01909,VHL-044,DLR-12,20240719,20240725.0,Damage,Low,168,146.17,False,False,0,,Resolved
CASE-02285,CON-05434,ACC-00909,VHL-018,DLR-11,20240404,20240405.0,Recall,Medium,72,44.27,False,False,0,,Closed
CASE-02286,CON-03110,ACC-02665,VHL-007,DLR-01,20241018,20241018.0,Damage,High,24,17.9,False,False,0,,Resolved
CASE-02287,CON-02692,ACC-00007,VHL-006,DLR-09,20240908,20240909.0,Warranty,Medium,72,37.41,False,False,0,,Closed
CASE-02288,CON-03656,ACC-00197,VHL-003,DLR-05,20231025,20231026.0,Warranty,Medium,72,40.16,False,False,0,,Closed
CASE-02289,CON-01231,ACC-02166,VHL-026,DLR-03,20230212,20230212.0,Warranty,Critical,4,2.78,False,False,0,,Closed
CASE-02290,CON-05411,ACC-00079,VHL-002,DLR-06,20240903,20240905.0,Maintenance,Medium,72,69.75,False,False,0,,Closed
CASE-02291,CON-05172,ACC-01129,VHL-030,DLR-11,20230512,20230514.0,Warranty,Medium,72,67.85,False,False,0,,Closed
CASE-02292,CON-01405,ACC-01935,VHL-008,DLR-07,20241004,20241007.0,Maintenance,Low,168,94.74,False,False,0,,Closed
CASE-02293,CON-00466,ACC-02604,VHL-030,DLR-02,20230622,20230623.0,Damage,Low,168,42.36,False,False,0,,Closed
CASE-02294,CON-02672,ACC-02437,VHL-014,DLR-05,20230708,20230709.0,Maintenance,Medium,72,28.04,False,False,0,,Closed
CASE-02295,CON-00666,ACC-00732,VHL-001,DLR-08,20240816,20240817.0,Warranty,High,24,46.37,True,False,0,,Resolved
CASE-02296,CON-04888,ACC-00077,VHL-027,DLR-04,20240929,20240929.0,Maintenance,Critical,4,1.28,False,False,0,,Closed
CASE-02297,CON-04669,ACC-01849,VHL-018,DLR-09,20230106,20230106.0,Maintenance,High,24,7.5,False,False,0,,Closed
CASE-02298,CON-02406,ACC-00993,VHL-009,DLR-01,20240706,20240710.0,Maintenance,Low,168,119.59,False,False,0,,Resolved
CASE-02299,CON-02096,ACC-02054,VHL-028,DLR-12,20230913,20230915.0,Damage,Medium,72,58.13,False,False,0,,Closed
CASE-02300,CON-03278,ACC-02875,VHL-016,DLR-01,20230717,20230717.0,Maintenance,High,24,5.23,False,False,0,,Closed
CASE-02301,CON-02038,ACC-02121,VHL-032,DLR-08,20240604,20240604.0,Maintenance,Critical,4,1.03,False,False,0,,Resolved
CASE-02302,CON-03123,ACC-01652,VHL-003,DLR-07,20230330,20230331.0,Damage,Medium,72,40.91,False,False,0,,Resolved
CASE-02303,CON-02543,ACC-02323,VHL-038,DLR-06,20230218,20230218.0,Damage,Critical,4,8.17,True,False,0,,Resolved
CASE-02304,CON-04955,ACC-02149,VHL-012,DLR-05,20240627,20240701.0,Maintenance,Low,168,108.7,False,False,0,,Resolved
CASE-02305,CON-04663,ACC-02390,VHL-030,DLR-02,20231028,20231101.0,Maintenance,Low,168,107.2,False,False,0,,Closed
CASE-02306,CON-01265,ACC-02409,VHL-043,DLR-10,20241008,20241012.0,Complaint,Medium,72,98.54,True,False,0,,Closed
CASE-02307,CON-04217,ACC-01901,VHL-036,DLR-07,20240617,20240619.0,Recall,Medium,72,66.48,False,False,0,,Closed
CASE-02308,CON-04303,ACC-00708,VHL-017,DLR-04,20230731,20230731.0,Warranty,Critical,4,9.42,True,False,0,,Resolved
CASE-02309,CON-04912,ACC-00347,VHL-013,DLR-09,20230524,20230524.0,Warranty,Low,168,12.69,False,True,1,CASE-REL-02309,Resolved
CASE-02310,CON-03821,ACC-01634,VHL-045,DLR-11,20240418,20240418.0,Warranty,Medium,72,10.44,False,False,0,,Closed
CASE-02311,CON-04621,ACC-00290,VHL-019,DLR-01,20240425,20240430.0,Warranty,Low,168,138.6,False,False,0,,Resolved
CASE-02312,CON-01085,ACC-00136,VHL-031,DLR-09,20240405,20240407.0,Maintenance,Medium,72,60.97,False,False,0,,Closed
CASE-02313,CON-01110,ACC-01216,VHL-045,DLR-11,20230424,20230428.0,Complaint,Medium,72,103.33,True,True,1,CASE-REL-02313,Resolved
CASE-02314,CON-04672,ACC-01985,VHL-002,DLR-04,20230830,20230902.0,Complaint,Medium,72,77.36,True,False,0,,Closed
CASE-02315,CON-04467,ACC-00140,VHL-037,DLR-03,20240325,20240325.0,Recall,High,24,4.9,False,False,0,,Resolved
CASE-02316,CON-05145,ACC-00012,VHL-016,DLR-06,20231211,20231212.0,Maintenance,Medium,72,40.73,False,False,0,,Closed
CASE-02317,CON-05259,ACC-03160,VHL-042,DLR-03,20241214,20241214.0,Maintenance,High,24,19.5,False,False,0,,Resolved
CASE-02318,CON-02605,ACC-00924,VHL-011,DLR-12,20230704,20230705.0,Complaint,Medium,72,46.83,False,False,0,,Resolved
