opportunity_id,lead_id,account_id,contact_id,vehicle_id,dealer_id,stage,deal_value_eur,discount_pct,net_revenue_eur,close_date_key,sales_cycle_days,lost_reason,probability_pct
OPP-01416,LD-07247,ACC-02955,CON-05111,VHL-026,DLR-01,Qualified,43000.0,7.69,39693.3,,16,,25
OPP-01417,LD-02367,ACC-00347,CON-00230,VHL-024,DLR-07,Closed Lost,24000.0,9.74,21662.4,20240927.0,15,Competitor,0
OPP-01418,LD-10952,ACC-02553,CON-05708,VHL-025,DLR-09,Closed Won,69000.0,10.24,61934.4,20240413.0,34,,100
OPP-01419,LD-06364,ACC-01576,CON-03958,VHL-017,DLR-12,Proposal,27000.0,6.58,25223.4,,35,,50
OPP-01420,LD-11962,ACC-02368,CON-04707,VHL-001,DLR-09,Closed Won,18000.0,3.49,17371.8,20240502.0,7,,100
OPP-01421,LD-01645,ACC-01683,CON-04587,VHL-035,DLR-05,Closed Won,16000.0,9.08,14547.2,20240129.0,24,,100
OPP-01422,LD-13269,ACC-00156,CON-03889,VHL-039,DLR-08,Closed Lost,58000.0,6.19,54409.8,20241109.0,20,Price,0
OPP-01423,LD-06308,ACC-02829,CON-02331,VHL-041,DLR-07,Closed Won,48000.0,1.79,47140.8,20241025.0,48,,100
OPP-01424,LD-12241,ACC-01905,CON-05316,VHL-019,DLR-07,Qualified,29000.0,8.34,26581.4,,24,,25
OPP-01425,LD-03188,ACC-01005,CON-03476,VHL-034,DLR-07,Closed Won,40000.0,7.21,37116.0,20230329.0,12,,100
OPP-01426,LD-01961,ACC-02802,CON-00012,VHL-031,DLR-06,Closed Won,45000.0,9.18,40869.0,20240721.0,11,,100
OPP-01427,LD-06442,ACC-02512,CON-01656,VHL-008,DLR-11,Closed Won,52000.0,8.38,47642.4,20231201.0,26,,100
OPP-01428,LD-06226,ACC-01921,CON-04581,VHL-009,DLR-01,Qualified,35000.0,4.4,33460.0,,7,,25
OPP-01429,LD-02143,ACC-03006,CON-00762,VHL-039,DLR-08,Closed Won,58000.0,7.34,53742.8,20230425.0,54,,100
OPP-01430,LD-02175,ACC-01185,CON-03979,VHL-043,DLR-10,Closed Won,82000.0,3.47,79154.6,20240902.0,36,,100
OPP-01431,LD-09433,ACC-02978,CON-01101,VHL-018,DLR-12,Proposal,35000.0,8.06,32179.0,,26,,50
OPP-01432,LD-08980,ACC-02369,CON-03192,VHL-008,DLR-04,Closed Won,52000.0,4.08,49878.4,20240603.0,37,,100
OPP-01433,LD-12786,ACC-03021,CON-01591,VHL-022,DLR-08,Proposal,41000.0,2.91,39806.9,,25,,50
OPP-01434,LD-00813,ACC-00520,CON-03504,VHL-024,DLR-03,Closed Won,24000.0,5.08,22780.8,20241105.0,12,,100
OPP-01435,LD-08907,ACC-01033,CON-04922,VHL-002,DLR-02,Closed Won,22000.0,8.81,20061.8,20230506.0,24,,100
OPP-01436,LD-05591,ACC-00059,CON-02200,VHL-015,DLR-10,Proposal,48000.0,3.97,46094.4,,23,,50
OPP-01437,LD-04224,ACC-02700,CON-01646,VHL-006,DLR-05,Closed Won,36000.0,6.83,33541.2,20231116.0,16,,100
OPP-01438,LD-00780,ACC-02871,CON-01657,VHL-022,DLR-05,Closed Won,41000.0,9.77,36994.3,20240626.0,23,,100
OPP-01439,LD-12741,ACC-01405,CON-03912,VHL-034,DLR-08,Negotiation,40000.0,3.95,38420.0,,9,,75
OPP-01440,LD-09241,ACC-00632,CON-03810,VHL-045,DLR-03,Closed Lost,85000.0,9.71,76746.5,20231023.0,56,No Decision,0
OPP-01441,LD-07738,ACC-00975,CON-00294,VHL-016,DLR-06,Closed Won,19000.0,6.22,17818.2,20240127.0,31,,100
OPP-01442,LD-02149,ACC-00864,CON-00849,VHL-010,DLR-09,Closed Won,17000.0,7.81,15672.3,20240511.0,17,,100
OPP-01443,LD-05287,ACC-02631,CON-02481,VHL-022,DLR-01,Closed Won,41000.0,10.08,36867.2,20240222.0,10,,100
OPP-01444,LD-11239,ACC-00687,CON-01902,VHL-042,DLR-06,Negotiation,62000.0,5.92,58329.6,,21,,75
OPP-01445,LD-12792,ACC-03057,CON-04003,VHL-019,DLR-04,Closed Won,29000.0,6.79,27030.9,20241231.0,37,,100
OPP-01446,LD-03515,ACC-01556,CON-01459,VHL-034,DLR-10,Closed Lost,40000.0,12.65,34940.0,20240113.0,21,Delay,0
OPP-01447,LD-12100,ACC-00049,CON-02862,VHL-009,DLR-07,Closed Won,35000.0,4.1,33565.0,20230307.0,34,,100
OPP-01448,LD-07066,ACC-02780,CON-01415,VHL-014,DLR-10,Negotiation,33000.0,7.58,30498.6,,31,,75
OPP-01449,LD-02064,ACC-00399,CON-04467,VHL-019,DLR-11,Negotiation,29000.0,6.74,27045.4,,9,,75
OPP-01450,LD-14021,ACC-02501,CON-00937,VHL-004,DLR-05,Closed Lost,32000.0,8.37,29321.6,20230618.0,34,No Decision,0
OPP-01451,LD-09449,ACC-00403,CON-03461,VHL-024,DLR-08,Closed Won,24000.0,5.51,22677.6,20241221.0,24,,100
OPP-01452,LD-11194,ACC-03167,CON-01190,VHL-028,DLR-05,Negotiation,51000.0,7.17,47343.3,,36,,75
OPP-01453,LD-06812,ACC-03156,CON-01738,VHL-037,DLR-09,Closed Won,45000.0,2.69,43789.5,20231016.0,55,,100
OPP-01454,LD-11447,ACC-01284,CON-01899,VHL-004,DLR-03,Proposal,32000.0,4.36,30604.8,,18,,50
OPP-01455,LD-02448,ACC-00049,CON-03247,VHL-035,DLR-11,Closed Won,16000.0,8.56,14630.4,20240115.0,11,,100
OPP-01456,LD-15480,ACC-01440,CON-03029,VHL-034,DLR-01,Closed Won,40000.0,7.23,37108.0,20230607.0,35,,100
OPP-01457,LD-13851,ACC-00140,CON-00731,VHL-015,DLR-11,Proposal,48000.0,3.98,46089.6,,19,,50
OPP-01458,LD-00004,ACC-02456,CON-01274,VHL-014,DLR-05,Qualified,33000.0,2.64,32128.8,,20,,25
OPP-01459,LD-06620,ACC-00354,CON-03893,VHL-028,DLR-04,Closed Won,51000.0,8.87,46476.3,20230928.0,14,,100
OPP-01460,LD-15708,ACC-00455,CON-00810,VHL-024,DLR-04,Closed Won,24000.0,3.67,23119.2,20230728.0,18,,100
OPP-01461,LD-10185,ACC-02706,CON-05281,VHL-003,DLR-09,Closed Won,26000.0,4.03,24952.2,20241231.0,36,,100
OPP-01462,LD-06629,ACC-03152,CON-05036,VHL-004,DLR-10,Closed Lost,32000.0,8.39,29315.2,20240622.0,24,Price,0
OPP-01463,LD-05528,ACC-01055,CON-03180,VHL-040,DLR-05,Closed Lost,68000.0,7.93,62607.6,20230921.0,38,Competitor,0
OPP-01464,LD-00943,ACC-01592,CON-02010,VHL-031,DLR-01,Qualified,45000.0,8.72,41076.0,,31,,25
OPP-01465,LD-09571,ACC-00729,CON-01975,VHL-034,DLR-05,Closed Won,40000.0,3.04,38784.0,20241222.0,23,,100
OPP-01466,LD-08436,ACC-02500,CON-02027,VHL-042,DLR-09,Closed Won,62000.0,4.44,59247.2,20230822.0,30,,100
OPP-01467,LD-06050,ACC-00590,CON-03691,VHL-044,DLR-11,Closed Won,71000.0,5.52,67080.8,20230217.0,24,,100
OPP-01468,LD-10589,ACC-01809,CON-02272,VHL-032,DLR-02,Closed Won,58000.0,6.38,54299.6,20230614.0,13,,100
OPP-01469,LD-12708,ACC-00289,CON-02941,VHL-007,DLR-11,Closed Won,39000.0,2.83,37896.3,20230520.0,11,,100
OPP-01470,LD-12578,ACC-00077,CON-00712,VHL-003,DLR-03,Closed Won,26000.0,4.0,24960.0,20241228.0,35,,100
OPP-01471,LD-06125,ACC-00155,CON-01178,VHL-016,DLR-07,Closed Lost,19000.0,4.14,18213.4,20240630.0,7,Delay,0
OPP-01472,LD-06455,ACC-02354,CON-02838,VHL-007,DLR-12,Negotiation,39000.0,6.9,36309.0,,32,,75
OPP-01473,LD-09013,ACC-01959,CON-04443,VHL-031,DLR-01,Qualified,45000.0,8.16,41328.0,,38,,25
OPP-01474,LD-08960,ACC-02213,CON-03576,VHL-023,DLR-07,Closed Won,52000.0,10.1,46748.0,20240522.0,11,,100
OPP-01475,LD-06606,ACC-00497,CON-00711,VHL-043,DLR-04,Negotiation,82000.0,3.31,79285.8,,48,,75
OPP-01476,LD-06821,ACC-01366,CON-01703,VHL-021,DLR-08,Closed Won,38000.0,10.92,33850.4,20230509.0,29,,100
OPP-01477,LD-15976,ACC-01497,CON-04255,VHL-016,DLR-09,Closed Won,19000.0,6.11,17839.1,20241017.0,12,,100
OPP-01478,LD-10200,ACC-01883,CON-04180,VHL-019,DLR-12,Closed Won,29000.0,11.15,25766.5,20231128.0,12,,100
OPP-01479,LD-01046,ACC-00724,CON-00908,VHL-009,DLR-03,Closed Won,35000.0,4.32,33488.0,20241009.0,19,,100
OPP-01480,LD-03531,ACC-01225,CON-05454,VHL-045,DLR-09,Closed Won,85000.0,7.77,78395.5,20230410.0,30,,100
OPP-01481,LD-11036,ACC-02822,CON-04188,VHL-043,DLR-12,Closed Won,82000.0,7.28,76030.4,20241217.0,58,,100
OPP-01482,LD-14407,ACC-03012,CON-01774,VHL-019,DLR-09,Closed Won,29000.0,3.26,28054.6,20230924.0,35,,100
OPP-01483,LD-12817,ACC-02949,CON-00878,VHL-026,DLR-06,Proposal,43000.0,2.79,41800.3,,8,,50
OPP-01484,LD-05566,ACC-00259,CON-04753,VHL-038,DLR-01,Closed Lost,52000.0,3.15,50362.0,20230530.0,42,Delay,0
OPP-01485,LD-13740,ACC-00068,CON-00113,VHL-002,DLR-06,Closed Won,22000.0,6.0,20680.0,20240523.0,35,,100
OPP-01486,LD-12299,ACC-01661,CON-04521,VHL-039,DLR-04,Qualified,58000.0,1.34,57222.8,,20,,25
OPP-01487,LD-07763,ACC-02778,CON-04863,VHL-018,DLR-03,Proposal,35000.0,8.96,31864.0,,36,,50
OPP-01488,LD-15117,ACC-00296,CON-00496,VHL-019,DLR-09,Closed Lost,29000.0,8.4,26564.0,20231116.0,21,Competitor,0
OPP-01489,LD-08694,ACC-02533,CON-04156,VHL-026,DLR-03,Proposal,43000.0,7.73,39676.1,,37,,50
OPP-01490,LD-13054,ACC-00059,CON-02703,VHL-026,DLR-11,Qualified,43000.0,8.11,39512.7,,15,,25
OPP-01491,LD-08376,ACC-00399,CON-03503,VHL-019,DLR-09,Proposal,29000.0,2.9,28159.0,,26,,50
OPP-01492,LD-00562,ACC-00436,CON-05246,VHL-032,DLR-03,Closed Won,58000.0,4.04,55656.8,20240322.0,11,,100
OPP-01493,LD-08492,ACC-00259,CON-03982,VHL-017,DLR-02,Proposal,27000.0,7.26,25039.8,,21,,50
OPP-01494,LD-03655,ACC-01329,CON-03441,VHL-019,DLR-06,Closed Won,29000.0,6.34,27161.4,20240503.0,32,,100
OPP-01495,LD-07876,ACC-01318,CON-01336,VHL-027,DLR-12,Proposal,47000.0,7.97,43254.1,,15,,50
OPP-01496,LD-06019,ACC-02430,CON-02562,VHL-016,DLR-05,Closed Won,19000.0,9.64,17168.4,20240805.0,9,,100
OPP-01497,LD-08785,ACC-00579,CON-03914,VHL-028,DLR-01,Proposal,51000.0,3.01,49464.9,,24,,50
OPP-01498,LD-03644,ACC-02267,CON-03544,VHL-016,DLR-12,Closed Won,19000.0,4.01,18238.1,20241028.0,30,,100
OPP-01499,LD-07474,ACC-00167,CON-03907,VHL-045,DLR-03,Proposal,85000.0,2.46,82909.0,,55,,50
OPP-01500,LD-06396,ACC-03186,CON-05623,VHL-013,DLR-02,Proposal,28000.0,7.54,25888.8,,31,,50
OPP-01501,LD-07922,ACC-00027,CON-03078,VHL-006,DLR-12,Proposal,36000.0,8.16,33062.4,,12,,50
OPP-01502,LD-06418,ACC-01705,CON-00990,VHL-024,DLR-03,Qualified,24000.0,9.91,21621.6,,25,,25
OPP-01503,LD-14584,ACC-02836,CON-01403,VHL-009,DLR-10,Closed Won,35000.0,8.34,32081.0,20230427.0,37,,100
OPP-01504,LD-15994,ACC-02143,CON-00577,VHL-045,DLR-07,Proposal,85000.0,1.86,83419.0,,35,,50
OPP-01505,LD-10229,ACC-02501,CON-01890,VHL-028,DLR-12,Closed Won,51000.0,4.65,48628.5,20231017.0,18,,100
OPP-01506,LD-09389,ACC-02507,CON-03442,VHL-038,DLR-08,Closed Won,52000.0,5.17,49311.6,20240616.0,49,,100
OPP-01507,LD-12053,ACC-01425,CON-04953,VHL-031,DLR-01,Closed Lost,45000.0,9.4,40770.0,20230327.0,26,Price,0
OPP-01508,LD-15711,ACC-02536,CON-01444,VHL-005,DLR-09,Closed Won,30000.0,3.54,28938.0,20240609.0,13,,100
OPP-01509,LD-05386,ACC-01902,CON-00053,VHL-004,DLR-02,Closed Won,32000.0,8.09,29411.2,20240405.0,21,,100
OPP-01510,LD-05175,ACC-00218,CON-03028,VHL-042,DLR-02,Closed Won,62000.0,5.62,58515.6,20230723.0,35,,100
OPP-01511,LD-14410,ACC-02038,CON-04969,VHL-017,DLR-09,Proposal,27000.0,8.87,24605.1,,37,,50
OPP-01512,LD-11263,ACC-00222,CON-05154,VHL-012,DLR-06,Proposal,70000.0,6.69,65317.0,,9,,50
OPP-01513,LD-05555,ACC-01030,CON-03528,VHL-043,DLR-05,Closed Won,82000.0,3.0,79540.0,20230328.0,45,,100
OPP-01514,LD-02708,ACC-00178,CON-02515,VHL-015,DLR-06,Closed Won,48000.0,8.44,43948.8,20230322.0,36,,100
OPP-01515,LD-05872,ACC-00648,CON-01946,VHL-025,DLR-04,Proposal,69000.0,2.92,66985.2,,18,,50
OPP-01516,LD-02475,ACC-00291,CON-02497,VHL-033,DLR-01,Closed Won,28000.0,6.87,26076.4,20230811.0,14,,100
OPP-01517,LD-09706,ACC-02375,CON-01657,VHL-045,DLR-09,Closed Lost,85000.0,7.49,78633.5,20241231.0,55,Competitor,0
OPP-01518,LD-07586,ACC-00943,CON-02445,VHL-001,DLR-11,Proposal,18000.0,6.74,16786.8,,27,,50
OPP-01519,LD-03475,ACC-00972,CON-05070,VHL-032,DLR-10,Closed Won,58000.0,5.44,54844.8,20240920.0,13,,100
OPP-01520,LD-11141,ACC-00904,CON-01528,VHL-025,DLR-09,Closed Won,69000.0,10.33,61872.3,20241231.0,31,,100
OPP-01521,LD-10440,ACC-01786,CON-01408,VHL-026,DLR-07,Qualified,43000.0,7.18,39912.6,,10,,25
OPP-01522,LD-10694,ACC-00730,CON-05388,VHL-011,DLR-02,Proposal,34000.0,8.5,31110.0,,36,,50
OPP-01523,LD-00936,ACC-02589,CON-01281,VHL-039,DLR-04,Closed Won,58000.0,1.95,56869.0,20240526.0,30,,100
OPP-01524,LD-08375,ACC-00522,CON-01838,VHL-013,DLR-06,Closed Won,28000.0,4.16,26835.2,20230221.0,28,,100
OPP-01525,LD-03465,ACC-00560,CON-04332,VHL-027,DLR-11,Qualified,47000.0,7.05,43686.5,,24,,25
OPP-01526,LD-06475,ACC-00702,CON-05679,VHL-013,DLR-09,Proposal,28000.0,5.26,26527.2,,33,,50
OPP-01527,LD-04404,ACC-02473,CON-00452,VHL-044,DLR-03,Closed Won,71000.0,2.54,69196.6,20240105.0,36,,100
OPP-01528,LD-01010,ACC-02368,CON-01128,VHL-003,DLR-04,Proposal,26000.0,7.56,24034.4,,17,,50
OPP-01529,LD-02580,ACC-01687,CON-05712,VHL-034,DLR-06,Closed Lost,40000.0,11.91,35236.0,20231214.0,12,No Decision,0
OPP-01530,LD-08190,ACC-01896,CON-03377,VHL-005,DLR-08,Closed Won,30000.0,9.97,27009.0,20230623.0,37,,100
OPP-01531,LD-06734,ACC-01016,CON-01708,VHL-001,DLR-02,Negotiation,18000.0,7.11,16720.2,,22,,75
OPP-01532,LD-08763,ACC-00611,CON-05257,VHL-045,DLR-10,Closed Won,85000.0,5.06,80699.0,20240625.0,55,,100
OPP-01533,LD-09992,ACC-00182,CON-00720,VHL-012,DLR-01,Closed Lost,70000.0,10.98,62314.0,20241214.0,33,Competitor,0
OPP-01534,LD-10803,ACC-01744,CON-01983,VHL-009,DLR-07,Closed Won,35000.0,8.15,32147.5,20230126.0,9,,100
OPP-01535,LD-10728,ACC-01854,CON-02130,VHL-026,DLR-12,Closed Won,43000.0,6.81,40071.7,20241227.0,13,,100
OPP-01536,LD-02492,ACC-02840,CON-02309,VHL-026,DLR-07,Closed Won,43000.0,3.25,41602.5,20240623.0,7,,100
OPP-01537,LD-02123,ACC-01469,CON-04537,VHL-016,DLR-11,Closed Won,19000.0,11.05,16900.5,20240705.0,15,,100
OPP-01538,LD-13853,ACC-00066,CON-02147,VHL-014,DLR-04,Negotiation,33000.0,6.53,30845.1,,12,,75
OPP-01539,LD-06900,ACC-02337,CON-01352,VHL-042,DLR-07,Closed Won,62000.0,3.13,60059.4,20240515.0,47,,100
OPP-01540,LD-10735,ACC-01900,CON-02344,VHL-026,DLR-10,Closed Won,43000.0,2.72,41830.4,20241231.0,36,,100
OPP-01541,LD-00985,ACC-00758,CON-04559,VHL-018,DLR-03,Closed Won,35000.0,10.37,31370.5,20230407.0,32,,100
OPP-01542,LD-10352,ACC-02884,CON-04077,VHL-015,DLR-12,Closed Won,48000.0,4.96,45619.2,20230423.0,36,,100
OPP-01543,LD-08751,ACC-01577,CON-03606,VHL-041,DLR-08,Closed Won,48000.0,7.02,44630.4,20240220.0,22,,100
OPP-01544,LD-03472,ACC-01215,CON-02702,VHL-039,DLR-12,Closed Lost,58000.0,4.0,55680.0,20230914.0,20,Price,0
OPP-01545,LD-02366,ACC-02357,CON-00285,VHL-045,DLR-04,Negotiation,85000.0,6.68,79322.0,,52,,75
OPP-01546,LD-05717,ACC-02542,CON-05743,VHL-002,DLR-03,Closed Won,22000.0,8.3,20174.0,20231201.0,12,,100
OPP-01547,LD-03751,ACC-02109,CON-00853,VHL-007,DLR-07,Closed Lost,39000.0,9.36,35349.6,20231023.0,10,No Decision,0
OPP-01548,LD-08470,ACC-01569,CON-05408,VHL-013,DLR-05,Closed Won,28000.0,9.1,25452.0,20240118.0,14,,100
OPP-01549,LD-04267,ACC-01501,CON-01438,VHL-015,DLR-01,Closed Won,48000.0,6.95,44664.0,20231125.0,30,,100
OPP-01550,LD-00818,ACC-02297,CON-02474,VHL-038,DLR-01,Proposal,52000.0,4.35,49738.0,,22,,50
OPP-01551,LD-13756,ACC-00978,CON-05031,VHL-031,DLR-08,Closed Won,45000.0,4.34,43047.0,20240520.0,28,,100
OPP-01552,LD-01884,ACC-03085,CON-05511,VHL-032,DLR-03,Closed Won,58000.0,8.34,53162.8,20240811.0,20,,100
OPP-01553,LD-10689,ACC-01096,CON-00030,VHL-038,DLR-09,Closed Won,52000.0,2.58,50658.4,20231207.0,40,,100
OPP-01554,LD-07936,ACC-00260,CON-05632,VHL-043,DLR-09,Closed Won,82000.0,3.96,78752.8,20231230.0,21,,100
OPP-01555,LD-00982,ACC-01926,CON-00009,VHL-030,DLR-01,Closed Won,31000.0,6.57,28963.3,20241216.0,14,,100
OPP-01556,LD-15718,ACC-01852,CON-03207,VHL-031,DLR-06,Closed Won,45000.0,8.6,41130.0,20230717.0,25,,100
OPP-01557,LD-01483,ACC-00772,CON-05715,VHL-029,DLR-05,Closed Won,37000.0,9.7,33411.0,20230531.0,11,,100
OPP-01558,LD-03212,ACC-01601,CON-05752,VHL-007,DLR-12,Closed Lost,39000.0,6.58,36433.8,20241104.0,12,No Decision,0
OPP-01559,LD-14525,ACC-00675,CON-01237,VHL-027,DLR-05,Negotiation,47000.0,10.15,42229.5,,13,,75
OPP-01560,LD-07836,ACC-00617,CON-00654,VHL-015,DLR-12,Negotiation,48000.0,6.88,44697.6,,38,,75
OPP-01561,LD-09173,ACC-01201,CON-05515,VHL-015,DLR-07,Closed Lost,48000.0,7.21,44539.2,20240926.0,8,Price,0
OPP-01562,LD-05480,ACC-01421,CON-00083,VHL-009,DLR-02,Closed Won,35000.0,9.45,31692.5,20230403.0,37,,100
OPP-01563,LD-12671,ACC-01195,CON-00746,VHL-024,DLR-01,Closed Won,24000.0,9.14,21806.4,20240427.0,8,,100
OPP-01564,LD-12020,ACC-02129,CON-04367,VHL-006,DLR-02,Proposal,36000.0,2.15,35226.0,,21,,50
OPP-01565,LD-02164,ACC-02686,CON-03380,VHL-036,DLR-12,Closed Won,39000.0,3.88,37486.8,20230703.0,39,,100
OPP-01566,LD-04601,ACC-01876,CON-01679,VHL-011,DLR-03,Closed Won,34000.0,4.61,32432.6,20240703.0,35,,100
OPP-01567,LD-07085,ACC-00704,CON-00763,VHL-017,DLR-10,Negotiation,27000.0,3.56,26038.8,,26,,75
OPP-01568,LD-07278,ACC-01181,CON-05109,VHL-019,DLR-06,Closed Won,29000.0,4.54,27683.4,20240322.0,30,,100
OPP-01569,LD-14694,ACC-01165,CON-01574,VHL-006,DLR-08,Closed Won,36000.0,2.38,35143.2,20230731.0,29,,100
OPP-01570,LD-13100,ACC-02916,CON-01213,VHL-040,DLR-01,Closed Won,68000.0,2.16,66531.2,20231004.0,28,,100
OPP-01571,LD-15562,ACC-02901,CON-02647,VHL-032,DLR-05,Closed Won,58000.0,4.14,55598.8,20231229.0,18,,100
OPP-01572,LD-04043,ACC-00661,CON-00246,VHL-043,DLR-10,Closed Won,82000.0,5.66,77358.8,20230924.0,27,,100
OPP-01573,LD-12890,ACC-02354,CON-03227,VHL-030,DLR-11,Negotiation,31000.0,2.83,30122.7,,27,,75
OPP-01574,LD-11238,ACC-00841,CON-01949,VHL-012,DLR-09,Proposal,70000.0,3.82,67326.0,,18,,50
OPP-01575,LD-04889,ACC-01409,CON-01376,VHL-029,DLR-03,Closed Won,37000.0,2.81,35960.3,20240630.0,27,,100
OPP-01576,LD-09655,ACC-02186,CON-03677,VHL-026,DLR-01,Proposal,43000.0,6.09,40381.3,,17,,50
OPP-01577,LD-01988,ACC-02046,CON-04416,VHL-042,DLR-08,Negotiation,62000.0,6.52,57957.6,,43,,75
OPP-01578,LD-00028,ACC-00640,CON-03631,VHL-036,DLR-02,Closed Won,39000.0,7.63,36024.3,20240110.0,38,,100
OPP-01579,LD-13497,ACC-02652,CON-01869,VHL-031,DLR-12,Qualified,45000.0,8.41,41215.5,,28,,25
OPP-01580,LD-09092,ACC-03090,CON-05622,VHL-020,DLR-03,Closed Won,25000.0,6.77,23307.5,20240527.0,25,,100
OPP-01581,LD-09544,ACC-02316,CON-03048,VHL-036,DLR-07,Closed Lost,39000.0,6.16,36597.6,20240622.0,27,Delay,0
OPP-01582,LD-09295,ACC-02997,CON-03236,VHL-004,DLR-11,Closed Lost,32000.0,5.39,30275.2,20240403.0,14,Price,0
OPP-01583,LD-13718,ACC-01262,CON-04800,VHL-027,DLR-07,Qualified,47000.0,7.92,43277.6,,14,,25
OPP-01584,LD-05374,ACC-01827,CON-02411,VHL-027,DLR-08,Qualified,47000.0,7.44,43503.2,,21,,25
OPP-01585,LD-08742,ACC-02390,CON-01068,VHL-010,DLR-03,Closed Won,17000.0,4.61,16216.3,20241203.0,19,,100
OPP-01586,LD-01453,ACC-00802,CON-05544,VHL-018,DLR-05,Closed Won,35000.0,9.53,31664.5,20230823.0,24,,100
OPP-01587,LD-12357,ACC-02774,CON-02628,VHL-013,DLR-04,Qualified,28000.0,5.77,26384.4,,35,,25
OPP-01588,LD-07751,ACC-00797,CON-04815,VHL-023,DLR-03,Closed Won,52000.0,3.29,50289.2,20240729.0,32,,100
OPP-01589,LD-02624,ACC-02732,CON-02215,VHL-023,DLR-03,Closed Won,52000.0,7.93,47876.4,20230128.0,10,,100
OPP-01590,LD-02947,ACC-01515,CON-00978,VHL-004,DLR-07,Closed Won,32000.0,3.18,30982.4,20241204.0,34,,100
OPP-01591,LD-12083,ACC-01440,CON-05061,VHL-025,DLR-11,Closed Won,69000.0,2.61,67199.1,20240214.0,29,,100
OPP-01592,LD-03706,ACC-00884,CON-03639,VHL-034,DLR-01,Negotiation,40000.0,6.06,37576.0,,12,,75
OPP-01593,LD-08387,ACC-01813,CON-00482,VHL-038,DLR-10,Closed Won,52000.0,4.11,49862.8,20231015.0,44,,100
OPP-01594,LD-15329,ACC-02985,CON-01626,VHL-032,DLR-11,Negotiation,58000.0,8.95,52809.0,,34,,75
OPP-01595,LD-08670,ACC-00589,CON-00880,VHL-007,DLR-09,Closed Lost,39000.0,3.4,37674.0,20241006.0,12,Competitor,0
OPP-01596,LD-15957,ACC-00271,CON-01411,VHL-011,DLR-08,Closed Won,34000.0,8.94,30960.4,20241016.0,28,,100
OPP-01597,LD-00255,ACC-00363,CON-04652,VHL-044,DLR-05,Closed Lost,71000.0,6.32,66512.8,20230222.0,42,Competitor,0
OPP-01598,LD-13405,ACC-02277,CON-03924,VHL-045,DLR-08,Closed Won,85000.0,2.91,82526.5,20230808.0,29,,100
OPP-01599,LD-13537,ACC-00817,CON-03317,VHL-022,DLR-07,Closed Won,41000.0,7.61,37879.9,20230514.0,15,,100
OPP-01600,LD-13065,ACC-00173,CON-01516,VHL-012,DLR-06,Proposal,70000.0,4.67,66731.0,,38,,50
OPP-01601,LD-08306,ACC-01245,CON-02273,VHL-044,DLR-02,Closed Won,71000.0,3.11,68791.9,20230925.0,55,,100
OPP-01602,LD-02627,ACC-00110,CON-02092,VHL-031,DLR-07,Closed Won,45000.0,9.16,40878.0,20240406.0,21,,100
OPP-01603,LD-08734,ACC-02624,CON-02710,VHL-034,DLR-07,Closed Won,40000.0,3.89,38444.0,20240226.0,26,,100
OPP-01604,LD-12650,ACC-01709,CON-03896,VHL-018,DLR-05,Closed Won,35000.0,6.75,32637.5,20240812.0,25,,100
OPP-01605,LD-02967,ACC-00117,CON-03860,VHL-019,DLR-08,Proposal,29000.0,9.75,26172.5,,22,,50
OPP-01606,LD-11978,ACC-02454,CON-01963,VHL-023,DLR-09,Proposal,52000.0,4.72,49545.6,,11,,50
OPP-01607,LD-02408,ACC-01057,CON-05381,VHL-024,DLR-08,Closed Won,24000.0,7.73,22144.8,20230715.0,34,,100
OPP-01608,LD-12888,ACC-01529,CON-01907,VHL-045,DLR-01,Closed Won,85000.0,4.33,81319.5,20230411.0,25,,100
OPP-01609,LD-15188,ACC-00668,CON-03604,VHL-010,DLR-08,Closed Won,17000.0,6.6,15878.0,20230904.0,23,,100
OPP-01610,LD-07757,ACC-02840,CON-01855,VHL-024,DLR-10,Closed Won,24000.0,3.82,23083.2,20240517.0,36,,100
OPP-01611,LD-10535,ACC-01480,CON-00428,VHL-026,DLR-07,Proposal,43000.0,3.81,41361.7,,24,,50
OPP-01612,LD-09529,ACC-00200,CON-03764,VHL-024,DLR-08,Closed Won,24000.0,10.71,21429.6,20231005.0,29,,100
OPP-01613,LD-03320,ACC-02105,CON-02435,VHL-026,DLR-05,Negotiation,43000.0,6.74,40101.8,,11,,75
OPP-01614,LD-04021,ACC-02453,CON-01088,VHL-034,DLR-05,Proposal,40000.0,7.52,36992.0,,13,,50
OPP-01615,LD-01471,ACC-02806,CON-05180,VHL-030,DLR-10,Closed Won,31000.0,7.39,28709.1,20240629.0,27,,100
OPP-01616,LD-06883,ACC-00393,CON-04138,VHL-020,DLR-03,Closed Won,25000.0,4.94,23765.0,20241018.0,30,,100
OPP-01617,LD-12573,ACC-00053,CON-00809,VHL-032,DLR-08,Closed Won,58000.0,5.66,54717.2,20230920.0,16,,100
OPP-01618,LD-01044,ACC-01688,CON-01631,VHL-005,DLR-03,Proposal,30000.0,3.97,28809.0,,38,,50
OPP-01619,LD-10784,ACC-00893,CON-03623,VHL-016,DLR-04,Closed Won,19000.0,10.7,16967.0,20240910.0,13,,100
OPP-01620,LD-00126,ACC-02289,CON-05578,VHL-009,DLR-11,Proposal,35000.0,3.55,33757.5,,19,,50
