order_id,opportunity_id,lead_id,account_id,contact_id,vehicle_id,dealer_id,order_date_key,deal_value_eur,discount_pct,net_revenue_eur,order_status
ORD-00633,OPP-01164,LD-12395,ACC-02145,CON-04395,VHL-014,DLR-11,20241026.0,33000.0,7.05,30673.5,Completed
ORD-00634,OPP-01165,LD-05018,ACC-01973,CON-03593,VHL-041,DLR-04,20240124.0,48000.0,4.74,45724.8,Completed
ORD-00635,OPP-01166,LD-13384,ACC-01262,CON-01133,VHL-041,DLR-08,20240412.0,48000.0,6.63,44817.6,Completed
ORD-00636,OPP-01167,LD-12303,ACC-00044,CON-02381,VHL-016,DLR-02,20240128.0,19000.0,4.84,18080.4,Completed
ORD-00637,OPP-01170,LD-08162,ACC-01200,CON-00712,VHL-012,DLR-10,20230821.0,70000.0,2.07,68551.0,Completed
ORD-00638,OPP-01171,LD-04668,ACC-01531,CON-00124,VHL-040,DLR-07,20240516.0,68000.0,6.58,63525.6,Completed
ORD-00639,OPP-01175,LD-00462,ACC-01167,CON-04866,VHL-004,DLR-01,20230725.0,32000.0,9.28,29030.4,Completed
ORD-00640,OPP-01176,LD-15819,ACC-01692,CON-01289,VHL-016,DLR-02,20240608.0,19000.0,7.29,17614.9,Completed
ORD-00641,OPP-01179,LD-04378,ACC-00080,CON-05357,VHL-037,DLR-10,20240902.0,45000.0,4.44,43002.0,Completed
ORD-00642,OPP-01184,LD-05465,ACC-00329,CON-02672,VHL-004,DLR-07,20240505.0,32000.0,8.33,29334.4,Completed
ORD-00643,OPP-01185,LD-10043,ACC-01092,CON-05760,VHL-045,DLR-05,20231218.0,85000.0,7.66,78489.0,Completed
ORD-00644,OPP-01186,LD-14415,ACC-00744,CON-04027,VHL-031,DLR-07,20240803.0,45000.0,3.14,43587.0,Completed
ORD-00645,OPP-01189,LD-09005,ACC-00816,CON-02535,VHL-028,DLR-08,20240603.0,51000.0,6.49,47690.1,Completed
ORD-00646,OPP-01190,LD-12804,ACC-01937,CON-02483,VHL-013,DLR-04,20230414.0,28000.0,8.17,25712.4,Completed
ORD-00647,OPP-01191,LD-08049,ACC-00650,CON-04990,VHL-018,DLR-06,20240112.0,35000.0,11.15,31097.5,Completed
ORD-00648,OPP-01192,LD-09587,ACC-01038,CON-00894,VHL-004,DLR-01,20241231.0,32000.0,2.34,31251.2,Completed
ORD-00649,OPP-01193,LD-08901,ACC-00214,CON-00439,VHL-037,DLR-09,20230416.0,45000.0,3.09,43609.5,Completed
ORD-00650,OPP-01194,LD-03695,ACC-00967,CON-03728,VHL-018,DLR-01,20241228.0,35000.0,4.46,33439.0,Completed
ORD-00651,OPP-01195,LD-13099,ACC-01131,CON-03433,VHL-012,DLR-02,20240801.0,70000.0,4.6,66780.0,Completed
ORD-00652,OPP-01196,LD-08575,ACC-00037,CON-05118,VHL-038,DLR-03,20240413.0,52000.0,3.77,50039.6,Completed
ORD-00653,OPP-01198,LD-11492,ACC-02048,CON-05630,VHL-019,DLR-04,20230417.0,29000.0,3.31,28040.1,Completed
ORD-00654,OPP-01200,LD-00022,ACC-00516,CON-03699,VHL-008,DLR-09,20240426.0,52000.0,3.23,50320.4,Completed
ORD-00655,OPP-01201,LD-03486,ACC-02641,CON-02449,VHL-040,DLR-12,20231026.0,68000.0,3.22,65810.4,Completed
ORD-00656,OPP-01202,LD-01701,ACC-03004,CON-04682,VHL-042,DLR-08,20230411.0,62000.0,6.64,57883.2,Completed
ORD-00657,OPP-01205,LD-06268,ACC-00778,CON-04036,VHL-025,DLR-03,20240929.0,69000.0,5.15,65446.5,Completed
ORD-00658,OPP-01206,LD-14860,ACC-03000,CON-04333,VHL-005,DLR-10,20240320.0,30000.0,6.35,28095.0,Completed
ORD-00659,OPP-01207,LD-05494,ACC-00283,CON-05542,VHL-009,DLR-03,20230303.0,35000.0,8.94,31871.0,Completed
ORD-00660,OPP-01208,LD-15442,ACC-02219,CON-05289,VHL-036,DLR-10,20241012.0,39000.0,4.15,37381.5,Completed
ORD-00661,OPP-01209,LD-07486,ACC-03006,CON-05388,VHL-029,DLR-06,20240809.0,37000.0,2.51,36071.3,Completed
ORD-00662,OPP-01211,LD-09037,ACC-02697,CON-04085,VHL-009,DLR-03,20230719.0,35000.0,4.57,33400.5,Completed
ORD-00663,OPP-01213,LD-08786,ACC-01322,CON-00451,VHL-044,DLR-06,20241109.0,71000.0,2.08,69523.2,Completed
ORD-00664,OPP-01214,LD-13306,ACC-02144,CON-01742,VHL-010,DLR-10,20240619.0,17000.0,4.58,16221.4,Completed
ORD-00665,OPP-01215,LD-00732,ACC-00732,CON-04702,VHL-022,DLR-08,20231223.0,41000.0,2.89,39815.1,Completed
ORD-00666,OPP-01217,LD-12087,ACC-02154,CON-05796,VHL-032,DLR-03,20240106.0,58000.0,10.03,52182.6,Completed
ORD-00667,OPP-01218,LD-08080,ACC-01501,CON-04903,VHL-045,DLR-07,20230421.0,85000.0,5.13,80639.5,Completed
ORD-00668,OPP-01220,LD-06004,ACC-01918,CON-02518,VHL-029,DLR-03,20241126.0,37000.0,10.86,32981.8,Completed
ORD-00669,OPP-01221,LD-09626,ACC-01512,CON-04972,VHL-010,DLR-08,20240519.0,17000.0,2.49,16576.7,Completed
ORD-00670,OPP-01222,LD-04169,ACC-02167,CON-04764,VHL-028,DLR-11,20230706.0,51000.0,3.02,49459.8,Completed
ORD-00671,OPP-01225,LD-00829,ACC-02335,CON-03419,VHL-030,DLR-02,20240620.0,31000.0,4.21,29694.9,Completed
ORD-00672,OPP-01226,LD-06392,ACC-03057,CON-01287,VHL-018,DLR-01,20240411.0,35000.0,4.11,33561.5,Completed
ORD-00673,OPP-01228,LD-02236,ACC-00684,CON-03922,VHL-022,DLR-04,20230222.0,41000.0,8.49,37519.1,Completed
ORD-00674,OPP-01229,LD-12924,ACC-02694,CON-01434,VHL-001,DLR-11,20240331.0,18000.0,6.4,16848.0,Completed
ORD-00675,OPP-01232,LD-14907,ACC-02493,CON-04998,VHL-025,DLR-10,20240113.0,69000.0,9.94,62141.4,Completed
ORD-00676,OPP-01234,LD-00980,ACC-01854,CON-02496,VHL-037,DLR-03,20230804.0,45000.0,6.21,42205.5,Completed
ORD-00677,OPP-01235,LD-01133,ACC-01166,CON-02575,VHL-008,DLR-08,20240525.0,52000.0,5.18,49306.4,Completed
ORD-00678,OPP-01236,LD-12123,ACC-00027,CON-02703,VHL-013,DLR-01,20240409.0,28000.0,6.14,26280.8,Completed
ORD-00679,OPP-01238,LD-13260,ACC-02268,CON-05109,VHL-006,DLR-07,20230202.0,36000.0,9.55,32562.0,Completed
ORD-00680,OPP-01239,LD-15482,ACC-00387,CON-05681,VHL-009,DLR-02,20240404.0,35000.0,6.57,32700.5,Completed
ORD-00681,OPP-01241,LD-15511,ACC-01050,CON-03604,VHL-040,DLR-11,20240418.0,68000.0,5.08,64545.6,Completed
ORD-00682,OPP-01242,LD-02747,ACC-02331,CON-02731,VHL-039,DLR-08,20230604.0,58000.0,1.64,57048.8,Completed
ORD-00683,OPP-01244,LD-06879,ACC-02439,CON-00128,VHL-026,DLR-06,20230221.0,43000.0,8.71,39254.7,Completed
ORD-00684,OPP-01245,LD-05341,ACC-00322,CON-01554,VHL-028,DLR-05,20241113.0,51000.0,2.84,49551.6,Completed
ORD-00685,OPP-01246,LD-11989,ACC-01426,CON-03565,VHL-008,DLR-07,20230901.0,52000.0,9.37,47127.6,Completed
ORD-00686,OPP-01248,LD-12194,ACC-02597,CON-01525,VHL-013,DLR-02,20241214.0,28000.0,6.82,26090.4,Completed
ORD-00687,OPP-01249,LD-12460,ACC-02148,CON-01157,VHL-004,DLR-01,20240412.0,32000.0,5.06,30380.8,Completed
ORD-00688,OPP-01251,LD-09604,ACC-02760,CON-00704,VHL-013,DLR-12,20230830.0,28000.0,3.77,26944.4,Completed
ORD-00689,OPP-01252,LD-02503,ACC-03084,CON-03573,VHL-016,DLR-08,20240301.0,19000.0,6.04,17852.4,Completed
ORD-00690,OPP-01253,LD-08635,ACC-01770,CON-01880,VHL-006,DLR-02,20231027.0,36000.0,6.04,33825.6,Completed
ORD-00691,OPP-01256,LD-15003,ACC-03170,CON-02505,VHL-009,DLR-09,20240624.0,35000.0,2.68,34062.0,Completed
ORD-00692,OPP-01257,LD-01575,ACC-02291,CON-04971,VHL-038,DLR-05,20241211.0,52000.0,6.33,48708.4,Completed
ORD-00693,OPP-01259,LD-06762,ACC-00993,CON-03197,VHL-005,DLR-07,20230622.0,30000.0,7.89,27633.0,Completed
ORD-00694,OPP-01265,LD-01670,ACC-00461,CON-04157,VHL-010,DLR-03,20240605.0,17000.0,3.25,16447.5,Completed
ORD-00695,OPP-01266,LD-08628,ACC-01179,CON-04815,VHL-005,DLR-01,20240610.0,30000.0,3.94,28818.0,Completed
ORD-00696,OPP-01268,LD-08461,ACC-03032,CON-04310,VHL-013,DLR-04,20240209.0,28000.0,2.18,27389.6,Completed
ORD-00697,OPP-01269,LD-04365,ACC-02248,CON-00580,VHL-006,DLR-04,20240413.0,36000.0,3.63,34693.2,Completed
ORD-00698,OPP-01270,LD-09665,ACC-02848,CON-03048,VHL-027,DLR-03,20230610.0,47000.0,9.07,42737.1,Completed
ORD-00699,OPP-01271,LD-11162,ACC-02718,CON-05694,VHL-039,DLR-08,20230903.0,58000.0,1.13,57344.6,Completed
ORD-00700,OPP-01272,LD-00409,ACC-01164,CON-02103,VHL-007,DLR-06,20230606.0,39000.0,4.04,37424.4,Completed
ORD-00701,OPP-01274,LD-04683,ACC-01592,CON-01072,VHL-028,DLR-05,20240401.0,51000.0,11.01,45384.9,Completed
ORD-00702,OPP-01275,LD-06163,ACC-00442,CON-01471,VHL-012,DLR-08,20240611.0,70000.0,7.3,64890.0,Completed
ORD-00703,OPP-01278,LD-08207,ACC-02051,CON-03756,VHL-037,DLR-03,20240228.0,45000.0,1.62,44271.0,Completed
ORD-00704,OPP-01280,LD-06709,ACC-03050,CON-05331,VHL-018,DLR-04,20230510.0,35000.0,5.5,33075.0,Completed
ORD-00705,OPP-01282,LD-07857,ACC-00254,CON-04618,VHL-017,DLR-03,20240626.0,27000.0,4.63,25749.9,Completed
ORD-00706,OPP-01283,LD-13706,ACC-02274,CON-05635,VHL-025,DLR-10,20241224.0,69000.0,10.41,61817.1,Completed
ORD-00707,OPP-01287,LD-03898,ACC-02673,CON-04785,VHL-031,DLR-12,20230619.0,45000.0,7.38,41679.0,Completed
ORD-00708,OPP-01290,LD-05271,ACC-02688,CON-04314,VHL-028,DLR-03,20241006.0,51000.0,10.68,45553.2,Completed
ORD-00709,OPP-01293,LD-12850,ACC-01685,CON-05226,VHL-027,DLR-12,20240112.0,47000.0,10.42,42102.6,Completed
ORD-00710,OPP-01295,LD-12499,ACC-00108,CON-01636,VHL-021,DLR-03,20240604.0,38000.0,3.46,36685.2,Completed
ORD-00711,OPP-01296,LD-13852,ACC-02481,CON-01326,VHL-031,DLR-11,20240521.0,45000.0,8.01,41395.5,Completed
ORD-00712,OPP-01297,LD-14450,ACC-00946,CON-04282,VHL-044,DLR-01,20241231.0,71000.0,2.62,69139.8,Completed
ORD-00713,OPP-01298,LD-08167,ACC-00550,CON-04148,VHL-043,DLR-03,20230705.0,82000.0,3.51,79121.8,Completed
ORD-00714,OPP-01299,LD-06612,ACC-00754,CON-01600,VHL-040,DLR-08,20230919.0,68000.0,5.23,64443.6,Completed
ORD-00715,OPP-01300,LD-03260,ACC-00671,CON-03209,VHL-020,DLR-07,20231114.0,25000.0,6.92,23270.0,Completed
ORD-00716,OPP-01304,LD-04286,ACC-01011,CON-01940,VHL-045,DLR-12,20240501.0,85000.0,3.27,82220.5,Completed
ORD-00717,OPP-01305,LD-04538,ACC-02950,CON-02477,VHL-013,DLR-01,20230218.0,28000.0,8.21,25701.2,Completed
ORD-00718,OPP-01308,LD-06723,ACC-02285,CON-00584,VHL-006,DLR-12,20240704.0,36000.0,5.16,34142.4,Completed
ORD-00719,OPP-01309,LD-05604,ACC-00778,CON-01266,VHL-033,DLR-01,20240713.0,28000.0,9.39,25370.8,Completed
ORD-00720,OPP-01311,LD-02873,ACC-01206,CON-04950,VHL-035,DLR-04,20241231.0,16000.0,6.65,14936.0,Completed
ORD-00721,OPP-01312,LD-05303,ACC-00583,CON-00859,VHL-044,DLR-07,20240604.0,71000.0,1.38,70020.2,Completed
ORD-00722,OPP-01313,LD-03264,ACC-02960,CON-00489,VHL-024,DLR-06,20240718.0,24000.0,8.31,22005.6,Completed
ORD-00723,OPP-01314,LD-02885,ACC-01611,CON-02977,VHL-018,DLR-05,20240519.0,35000.0,4.12,33558.0,Completed
ORD-00724,OPP-01315,LD-13253,ACC-01859,CON-00512,VHL-008,DLR-06,20240914.0,52000.0,5.61,49082.8,Completed
ORD-00725,OPP-01316,LD-08406,ACC-01863,CON-03885,VHL-043,DLR-06,20241110.0,82000.0,5.99,77088.2,Completed
ORD-00726,OPP-01318,LD-07331,ACC-02598,CON-02306,VHL-036,DLR-10,20241206.0,39000.0,1.64,38360.4,Completed
ORD-00727,OPP-01319,LD-02815,ACC-02978,CON-03117,VHL-039,DLR-01,20240430.0,58000.0,4.67,55291.4,Completed
ORD-00728,OPP-01320,LD-08138,ACC-01552,CON-00841,VHL-007,DLR-11,20240511.0,39000.0,6.09,36624.9,Completed
ORD-00729,OPP-01321,LD-09427,ACC-01373,CON-05195,VHL-019,DLR-09,20241110.0,29000.0,2.9,28159.0,Completed
ORD-00730,OPP-01322,LD-06955,ACC-00665,CON-02598,VHL-042,DLR-03,20230824.0,62000.0,5.62,58515.6,Completed
ORD-00731,OPP-01323,LD-05956,ACC-01719,CON-01084,VHL-028,DLR-08,20230508.0,51000.0,4.11,48903.9,Completed
ORD-00732,OPP-01325,LD-04101,ACC-00831,CON-05583,VHL-034,DLR-10,20230323.0,40000.0,3.56,38576.0,Completed
ORD-00733,OPP-01327,LD-01312,ACC-02491,CON-01455,VHL-017,DLR-01,20240502.0,27000.0,6.99,25112.7,Completed
ORD-00734,OPP-01335,LD-15382,ACC-03070,CON-05343,VHL-006,DLR-01,20241109.0,36000.0,3.42,34768.8,Completed
ORD-00735,OPP-01336,LD-06904,ACC-03148,CON-02958,VHL-036,DLR-04,20230907.0,39000.0,7.52,36067.2,Completed
ORD-00736,OPP-01338,LD-14023,ACC-01200,CON-01592,VHL-013,DLR-12,20230615.0,28000.0,8.75,25550.0,Completed
ORD-00737,OPP-01339,LD-05366,ACC-01349,CON-00071,VHL-045,DLR-09,20230222.0,85000.0,1.85,83427.5,Completed
ORD-00738,OPP-01340,LD-07669,ACC-02507,CON-05611,VHL-002,DLR-02,20240925.0,22000.0,6.2,20636.0,Completed
ORD-00739,OPP-01342,LD-02342,ACC-01750,CON-02548,VHL-004,DLR-06,20230525.0,32000.0,6.84,29811.2,Completed
ORD-00740,OPP-01343,LD-14714,ACC-00532,CON-00768,VHL-022,DLR-10,20231006.0,41000.0,5.35,38806.5,Completed
ORD-00741,OPP-01344,LD-00092,ACC-02039,CON-02502,VHL-037,DLR-07,20240115.0,45000.0,4.47,42988.5,Completed
ORD-00742,OPP-01345,LD-02526,ACC-02903,CON-00149,VHL-035,DLR-01,20230815.0,16000.0,4.12,15340.8,Completed
ORD-00743,OPP-01347,LD-15009,ACC-02521,CON-02327,VHL-034,DLR-03,20230314.0,40000.0,9.67,36132.0,Completed
ORD-00744,OPP-01349,LD-13505,ACC-02827,CON-04833,VHL-023,DLR-06,20241231.0,52000.0,2.6,50648.0,Completed
ORD-00745,OPP-01351,LD-01297,ACC-00467,CON-02638,VHL-031,DLR-05,20240305.0,45000.0,5.42,42561.0,Completed
ORD-00746,OPP-01352,LD-09315,ACC-00720,CON-02423,VHL-010,DLR-12,20240610.0,17000.0,4.73,16195.9,Completed
ORD-00747,OPP-01354,LD-04008,ACC-00637,CON-04709,VHL-038,DLR-11,20240713.0,52000.0,5.52,49129.6,Completed
ORD-00748,OPP-01355,LD-01854,ACC-01373,CON-00199,VHL-044,DLR-08,20241207.0,71000.0,7.24,65859.6,Completed
ORD-00749,OPP-01356,LD-02812,ACC-02135,CON-03320,VHL-038,DLR-03,20240922.0,52000.0,6.7,48516.0,Completed
ORD-00750,OPP-01358,LD-03624,ACC-01449,CON-01936,VHL-026,DLR-08,20241124.0,43000.0,4.37,41120.9,Completed
ORD-00751,OPP-01362,LD-15573,ACC-01696,CON-01987,VHL-012,DLR-04,20230528.0,70000.0,7.68,64624.0,Completed
ORD-00752,OPP-01364,LD-08784,ACC-00717,CON-02247,VHL-011,DLR-02,20230414.0,34000.0,4.42,32497.2,Completed
ORD-00753,OPP-01366,LD-07970,ACC-02049,CON-04635,VHL-029,DLR-12,20240411.0,37000.0,2.72,35993.6,Completed
ORD-00754,OPP-01371,LD-06708,ACC-00181,CON-03708,VHL-022,DLR-01,20241231.0,41000.0,3.54,39548.6,Completed
ORD-00755,OPP-01372,LD-05911,ACC-01366,CON-03885,VHL-004,DLR-08,20230720.0,32000.0,6.75,29840.0,Completed
ORD-00756,OPP-01373,LD-13416,ACC-00093,CON-02526,VHL-005,DLR-05,20231007.0,30000.0,2.37,29289.0,Completed
ORD-00757,OPP-01374,LD-12494,ACC-01315,CON-00738,VHL-010,DLR-07,20241103.0,17000.0,4.5,16235.0,Completed
ORD-00758,OPP-01376,LD-09299,ACC-00646,CON-01187,VHL-025,DLR-04,20241124.0,69000.0,3.56,66543.6,Completed
ORD-00759,OPP-01378,LD-14899,ACC-00580,CON-02135,VHL-033,DLR-04,20240313.0,28000.0,7.44,25916.8,Completed
ORD-00760,OPP-01380,LD-08425,ACC-00208,CON-00037,VHL-044,DLR-08,20240819.0,71000.0,3.37,68607.3,Completed
ORD-00761,OPP-01382,LD-05509,ACC-00734,CON-01444,VHL-021,DLR-07,20231005.0,38000.0,3.28,36753.6,Completed
ORD-00762,OPP-01383,LD-00826,ACC-02525,CON-00786,VHL-035,DLR-06,20230816.0,16000.0,10.52,14316.8,Completed
ORD-00763,OPP-01384,LD-12427,ACC-02921,CON-03113,VHL-036,DLR-02,20241106.0,39000.0,3.33,37701.3,Completed
ORD-00764,OPP-01385,LD-05926,ACC-03096,CON-01216,VHL-018,DLR-08,20240623.0,35000.0,9.78,31577.0,Completed
ORD-00765,OPP-01386,LD-12302,ACC-02862,CON-02409,VHL-001,DLR-06,20231212.0,18000.0,6.54,16822.8,Completed
ORD-00766,OPP-01387,LD-06763,ACC-01928,CON-03293,VHL-036,DLR-12,20241225.0,39000.0,4.19,37365.9,Completed
ORD-00767,OPP-01391,LD-12541,ACC-02476,CON-00105,VHL-007,DLR-05,20240829.0,39000.0,3.37,37685.7,Completed
ORD-00768,OPP-01392,LD-05595,ACC-02926,CON-01682,VHL-017,DLR-08,20240820.0,27000.0,7.07,25091.1,Completed
ORD-00769,OPP-01393,LD-08215,ACC-01238,CON-01986,VHL-018,DLR-12,20230912.0,35000.0,5.43,33099.5,Completed
ORD-00770,OPP-01394,LD-13988,ACC-00978,CON-00320,VHL-044,DLR-04,20230301.0,71000.0,3.81,68294.9,Completed
ORD-00771,OPP-01395,LD-06291,ACC-01573,CON-01642,VHL-014,DLR-07,20231018.0,33000.0,6.38,30894.6,Completed
ORD-00772,OPP-01397,LD-10836,ACC-00709,CON-02450,VHL-030,DLR-02,20240309.0,31000.0,5.58,29270.2,Completed
ORD-00773,OPP-01398,LD-04244,ACC-00469,CON-01126,VHL-012,DLR-08,20230512.0,70000.0,2.62,68166.0,Completed
ORD-00774,OPP-01399,LD-01519,ACC-01824,CON-05556,VHL-019,DLR-03,20240512.0,29000.0,6.67,27065.7,Completed
ORD-00775,OPP-01402,LD-09732,ACC-00892,CON-04814,VHL-035,DLR-11,20240707.0,16000.0,8.44,14649.6,Completed
ORD-00776,OPP-01403,LD-08263,ACC-00001,CON-00414,VHL-039,DLR-09,20231015.0,58000.0,7.21,53818.2,Completed
ORD-00777,OPP-01404,LD-05190,ACC-02177,CON-03586,VHL-015,DLR-11,20231225.0,48000.0,7.29,44500.8,Completed
ORD-00778,OPP-01407,LD-11693,ACC-02941,CON-03791,VHL-008,DLR-01,20230222.0,52000.0,7.44,48131.2,Completed
ORD-00779,OPP-01412,LD-04821,ACC-02916,CON-00623,VHL-007,DLR-06,20230513.0,39000.0,5.15,36991.5,Completed
ORD-00780,OPP-01413,LD-03382,ACC-02714,CON-03432,VHL-028,DLR-06,20230403.0,51000.0,5.93,47975.7,Completed
ORD-00781,OPP-01415,LD-13572,ACC-00551,CON-03606,VHL-039,DLR-03,20241104.0,58000.0,2.08,56793.6,Completed
ORD-00782,OPP-01418,LD-10952,ACC-02553,CON-05708,VHL-025,DLR-09,20240413.0,69000.0,10.24,61934.4,Completed
ORD-00783,OPP-01420,LD-11962,ACC-02368,CON-04707,VHL-001,DLR-09,20240502.0,18000.0,3.49,17371.8,Completed
ORD-00784,OPP-01421,LD-01645,ACC-01683,CON-04587,VHL-035,DLR-05,20240129.0,16000.0,9.08,14547.2,Completed
ORD-00785,OPP-01423,LD-06308,ACC-02829,CON-02331,VHL-041,DLR-07,20241025.0,48000.0,1.79,47140.8,Completed
ORD-00786,OPP-01425,LD-03188,ACC-01005,CON-03476,VHL-034,DLR-07,20230329.0,40000.0,7.21,37116.0,Completed
ORD-00787,OPP-01426,LD-01961,ACC-02802,CON-00012,VHL-031,DLR-06,20240721.0,45000.0,9.18,40869.0,Completed
ORD-00788,OPP-01427,LD-06442,ACC-02512,CON-01656,VHL-008,DLR-11,20231201.0,52000.0,8.38,47642.4,Completed
ORD-00789,OPP-01429,LD-02143,ACC-03006,CON-00762,VHL-039,DLR-08,20230425.0,58000.0,7.34,53742.8,Completed
ORD-00790,OPP-01430,LD-02175,ACC-01185,CON-03979,VHL-043,DLR-10,20240902.0,82000.0,3.47,79154.6,Completed
ORD-00791,OPP-01432,LD-08980,ACC-02369,CON-03192,VHL-008,DLR-04,20240603.0,52000.0,4.08,49878.4,Completed
ORD-00792,OPP-01434,LD-00813,ACC-00520,CON-03504,VHL-024,DLR-03,20241105.0,24000.0,5.08,22780.8,Completed
ORD-00793,OPP-01435,LD-08907,ACC-01033,CON-04922,VHL-002,DLR-02,20230506.0,22000.0,8.81,20061.8,Completed
ORD-00794,OPP-01437,LD-04224,ACC-02700,CON-01646,VHL-006,DLR-05,20231116.0,36000.0,6.83,33541.2,Completed
ORD-00795,OPP-01438,LD-00780,ACC-02871,CON-01657,VHL-022,DLR-05,20240626.0,41000.0,9.77,36994.3,Completed
ORD-00796,OPP-01441,LD-07738,ACC-00975,CON-00294,VHL-016,DLR-06,20240127.0,19000.0,6.22,17818.2,Completed
ORD-00797,OPP-01442,LD-02149,ACC-00864,CON-00849,VHL-010,DLR-09,20240511.0,17000.0,7.81,15672.3,Completed
ORD-00798,OPP-01443,LD-05287,ACC-02631,CON-02481,VHL-022,DLR-01,20240222.0,41000.0,10.08,36867.2,Completed
ORD-00799,OPP-01445,LD-12792,ACC-03057,CON-04003,VHL-019,DLR-04,20241231.0,29000.0,6.79,27030.9,Completed
ORD-00800,OPP-01447,LD-12100,ACC-00049,CON-02862,VHL-009,DLR-07,20230307.0,35000.0,4.1,33565.0,Completed
ORD-00801,OPP-01451,LD-09449,ACC-00403,CON-03461,VHL-024,DLR-08,20241221.0,24000.0,5.51,22677.6,Completed
ORD-00802,OPP-01453,LD-06812,ACC-03156,CON-01738,VHL-037,DLR-09,20231016.0,45000.0,2.69,43789.5,Completed
ORD-00803,OPP-01455,LD-02448,ACC-00049,CON-03247,VHL-035,DLR-11,20240115.0,16000.0,8.56,14630.4,Completed
ORD-00804,OPP-01456,LD-15480,ACC-01440,CON-03029,VHL-034,DLR-01,20230607.0,40000.0,7.23,37108.0,Completed
ORD-00805,OPP-01459,LD-06620,ACC-00354,CON-03893,VHL-028,DLR-04,20230928.0,51000.0,8.87,46476.3,Completed
ORD-00806,OPP-01460,LD-15708,ACC-00455,CON-00810,VHL-024,DLR-04,20230728.0,24000.0,3.67,23119.2,Completed
ORD-00807,OPP-01461,LD-10185,ACC-02706,CON-05281,VHL-003,DLR-09,20241231.0,26000.0,4.03,24952.2,Completed
ORD-00808,OPP-01465,LD-09571,ACC-00729,CON-01975,VHL-034,DLR-05,20241222.0,40000.0,3.04,38784.0,Completed
ORD-00809,OPP-01466,LD-08436,ACC-02500,CON-02027,VHL-042,DLR-09,20230822.0,62000.0,4.44,59247.2,Completed
ORD-00810,OPP-01467,LD-06050,ACC-00590,CON-03691,VHL-044,DLR-11,20230217.0,71000.0,5.52,67080.8,Completed
ORD-00811,OPP-01468,LD-10589,ACC-01809,CON-02272,VHL-032,DLR-02,20230614.0,58000.0,6.38,54299.6,Completed
ORD-00812,OPP-01469,LD-12708,ACC-00289,CON-02941,VHL-007,DLR-11,20230520.0,39000.0,2.83,37896.3,Completed
ORD-00813,OPP-01470,LD-12578,ACC-00077,CON-00712,VHL-003,DLR-03,20241228.0,26000.0,4.0,24960.0,Completed
ORD-00814,OPP-01474,LD-08960,ACC-02213,CON-03576,VHL-023,DLR-07,20240522.0,52000.0,10.1,46748.0,Completed
ORD-00815,OPP-01476,LD-06821,ACC-01366,CON-01703,VHL-021,DLR-08,20230509.0,38000.0,10.92,33850.4,Completed
ORD-00816,OPP-01477,LD-15976,ACC-01497,CON-04255,VHL-016,DLR-09,20241017.0,19000.0,6.11,17839.1,Completed
ORD-00817,OPP-01478,LD-10200,ACC-01883,CON-04180,VHL-019,DLR-12,20231128.0,29000.0,11.15,25766.5,Completed
ORD-00818,OPP-01479,LD-01046,ACC-00724,CON-00908,VHL-009,DLR-03,20241009.0,35000.0,4.32,33488.0,Completed
ORD-00819,OPP-01480,LD-03531,ACC-01225,CON-05454,VHL-045,DLR-09,20230410.0,85000.0,7.77,78395.5,Completed
ORD-00820,OPP-01481,LD-11036,ACC-02822,CON-04188,VHL-043,DLR-12,20241217.0,82000.0,7.28,76030.4,Completed
ORD-00821,OPP-01482,LD-14407,ACC-03012,CON-01774,VHL-019,DLR-09,20230924.0,29000.0,3.26,28054.6,Completed
ORD-00822,OPP-01485,LD-13740,ACC-00068,CON-00113,VHL-002,DLR-06,20240523.0,22000.0,6.0,20680.0,Completed
ORD-00823,OPP-01492,LD-00562,ACC-00436,CON-05246,VHL-032,DLR-03,20240322.0,58000.0,4.04,55656.8,Completed
ORD-00824,OPP-01494,LD-03655,ACC-01329,CON-03441,VHL-019,DLR-06,20240503.0,29000.0,6.34,27161.4,Completed
ORD-00825,OPP-01496,LD-06019,ACC-02430,CON-02562,VHL-016,DLR-05,20240805.0,19000.0,9.64,17168.4,Completed
ORD-00826,OPP-01498,LD-03644,ACC-02267,CON-03544,VHL-016,DLR-12,20241028.0,19000.0,4.01,18238.1,Completed
ORD-00827,OPP-01503,LD-14584,ACC-02836,CON-01403,VHL-009,DLR-10,20230427.0,35000.0,8.34,32081.0,Completed
ORD-00828,OPP-01505,LD-10229,ACC-02501,CON-01890,VHL-028,DLR-12,20231017.0,51000.0,4.65,48628.5,Completed
ORD-00829,OPP-01506,LD-09389,ACC-02507,CON-03442,VHL-038,DLR-08,20240616.0,52000.0,5.17,49311.6,Completed
ORD-00830,OPP-01508,LD-15711,ACC-02536,CON-01444,VHL-005,DLR-09,20240609.0,30000.0,3.54,28938.0,Completed
ORD-00831,OPP-01509,LD-05386,ACC-01902,CON-00053,VHL-004,DLR-02,20240405.0,32000.0,8.09,29411.2,Completed
ORD-00832,OPP-01510,LD-05175,ACC-00218,CON-03028,VHL-042,DLR-02,20230723.0,62000.0,5.62,58515.6,Completed
ORD-00833,OPP-01513,LD-05555,ACC-01030,CON-03528,VHL-043,DLR-05,20230328.0,82000.0,3.0,79540.0,Completed
